Date,OS,Visits
18-Mar-16,Windows Vista,79
18-Mar-16,Windows Server 2003 and XP x64 Edition,31
18-Mar-16,Windows 3.x,3
18-Mar-16,Windows NT,1
19-Mar-16,Windows 7,3193
19-Mar-16,Windows 10,2137
19-Mar-16,Windows 8.1,787
19-Mar-16,Windows XP,224
19-Mar-16,Windows 8,161
19-Mar-16,Windows Vista,53
19-Mar-16,Windows Server 2003 and XP x64 Edition,10
19-Mar-16,Windows 3.x,2
20-Mar-16,Windows 7,3718
20-Mar-16,Windows 10,2257
20-Mar-16,Windows 8.1,879
20-Mar-16,Windows XP,204
20-Mar-16,Windows 8,175
20-Mar-16,Windows Vista,60
20-Mar-16,Windows Server 2003 and XP x64 Edition,11
20-Mar-16,Windows 2000/NT 5,2
20-Mar-16,Windows 3.x,2
20-Mar-16,Media Center 2005,1
21-Mar-16,Windows 7,11668
21-Mar-16,Windows 10,3724
21-Mar-16,Windows 8.1,1998
21-Mar-16,Windows XP,364
21-Mar-16,Windows 8,250
21-Mar-16,Windows Vista,78
21-Mar-16,Windows Server 2003 and XP x64 Edition,32
21-Mar-16,Windows NT,1
22-Mar-16,Windows 7,13027
22-Mar-16,Windows 10,3719
22-Mar-16,Windows 8.1,2231
22-Mar-16,Windows XP,455
22-Mar-16,Windows 8,283
22-Mar-16,Windows Vista,72
22-Mar-16,Windows Server 2003 and XP x64 Edition,31
22-Mar-16,Windows 3.x,1
22-Mar-16,Windows NT,1
23-Mar-16,Windows 7,13122
23-Mar-16,Windows 10,4638
23-Mar-16,Windows 8.1,2361
23-Mar-16,Windows XP,462
23-Mar-16,Windows 8,318
23-Mar-16,Windows Vista,91
23-Mar-16,Windows Server 2003 and XP x64 Edition,28
23-Mar-16,Windows NT,3
23-Mar-16,Media Center 2005,1
24-Mar-16,Windows 7,11344
24-Mar-16,Windows 10,3687
24-Mar-16,Windows 8.1,1820
24-Mar-16,Windows XP,418
24-Mar-16,Windows 8,274
24-Mar-16,Windows Vista,70
24-Mar-16,Windows Server 2003 and XP x64 Edition,24
24-Mar-16,Windows NT,1
25-Mar-16,Windows 7,6900
25-Mar-16,Windows 10,2921
25-Mar-16,Windows 8.1,1271
25-Mar-16,Windows XP,277
25-Mar-16,Windows 8,185
25-Mar-16,Windows Vista,62
25-Mar-16,Windows Server 2003 and XP x64 Edition,15
26-Mar-16,Windows 7,2782
26-Mar-16,Windows 10,2002
26-Mar-16,Windows 8.1,723
26-Mar-16,Windows XP,215
26-Mar-16,Windows 8,162
26-Mar-16,Windows Vista,51
26-Mar-16,Windows Server 2003 and XP x64 Edition,4
26-Mar-16,Windows 2000/NT 5,1
26-Mar-16,Windows 3.x,1
27-Mar-16,Windows 7,3551
27-Mar-16,Windows 10,2220
27-Mar-16,Windows 8.1,835
27-Mar-16,Windows XP,196
27-Mar-16,Windows 8,155
27-Mar-16,Windows Vista,42
27-Mar-16,Windows Server 2003 and XP x64 Edition,13
27-Mar-16,Windows NT,1
28-Mar-16,Windows 7,9996
28-Mar-16,Windows 10,3288
28-Mar-16,Windows 8.1,1854
28-Mar-16,Windows XP,387
28-Mar-16,Windows 8,240
28-Mar-16,Windows Vista,66
28-Mar-16,Windows Server 2003 and XP x64 Edition,19
28-Mar-16,Windows 3.x,1
28-Mar-16,Windows NT,1
29-Mar-16,Windows 7,13451
29-Mar-16,Windows 10,4080
29-Mar-16,Windows 8.1,2225
29-Mar-16,Windows XP,435
29-Mar-16,Windows 8,282
29-Mar-16,Windows Vista,104
29-Mar-16,Windows Server 2003 and XP x64 Edition,30
29-Mar-16,Windows NT,3
30-Mar-16,Windows 7,12938
30-Mar-16,Windows 10,3964
30-Mar-16,Windows 8.1,2247
30-Mar-16,Windows XP,400
30-Mar-16,Windows 8,295
30-Mar-16,Windows Vista,89
30-Mar-16,Windows Server 2003 and XP x64 Edition,30
30-Mar-16,Windows 3.x,1
31-Mar-16,Windows 7,12394
31-Mar-16,Windows 10,4048
31-Mar-16,Windows 8.1,2182
31-Mar-16,Windows XP,384
31-Mar-16,Windows 8,291
31-Mar-16,Windows Vista,67
31-Mar-16,Windows Server 2003 and XP x64 Edition,20
31-Mar-16,Windows 3.x,1
1-Apr-16,Windows 7,11924
1-Apr-16,Windows 10,4815
1-Apr-16,Windows 8.1,2117
1-Apr-16,Windows XP,411
1-Apr-16,Windows 8,270
1-Apr-16,Windows Vista,64
1-Apr-16,Windows Server 2003 and XP x64 Edition,26
2-Apr-16,Windows 7,3666
2-Apr-16,Windows 10,3220
2-Apr-16,Windows 8.1,1074
2-Apr-16,Windows XP,264
2-Apr-16,Windows 8,226
2-Apr-16,Windows Vista,61
2-Apr-16,Windows Server 2003 and XP x64 Edition,18
2-Apr-16,Windows NT,2
2-Apr-16,Windows 3.x,1
3-Apr-16,Windows 7,4191
3-Apr-16,Windows 10,2950
3-Apr-16,Windows 8.1,997
3-Apr-16,Windows XP,231
3-Apr-16,Windows 8,184
3-Apr-16,Windows Vista,41
3-Apr-16,Windows Server 2003 and XP x64 Edition,8
3-Apr-16,Windows 3.x,2
3-Apr-16,Windows NT,1
4-Apr-16,Windows 7,13805
4-Apr-16,Windows 10,4311
4-Apr-16,Windows 8.1,2314
4-Apr-16,Windows XP,391
4-Apr-16,Windows 8,306
4-Apr-16,Windows Vista,73
4-Apr-16,Windows Server 2003 and XP x64 Edition,30
5-Apr-16,Windows 7,14616
5-Apr-16,Windows 10,4556
5-Apr-16,Windows 8.1,2479
5-Apr-16,Windows XP,457
5-Apr-16,Windows 8,310
5-Apr-16,Windows Vista,81
5-Apr-16,Windows Server 2003 and XP x64 Edition,29
5-Apr-16,Windows 3.x,3
5-Apr-16,Windows 2000/NT 5,1
5-Apr-16,Windows NT,1
6-Apr-16,Windows 7,15102
6-Apr-16,Windows 10,4516
6-Apr-16,Windows 8.1,2454
6-Apr-16,Windows XP,474
6-Apr-16,Windows 8,279
6-Apr-16,Windows Vista,82
6-Apr-16,Windows Server 2003 and XP x64 Edition,33
7-Apr-16,Windows 7,13797
7-Apr-16,Windows 10,4297
7-Apr-16,Windows 8.1,2253
7-Apr-16,Windows XP,362
7-Apr-16,Windows 8,292
7-Apr-16,Windows Vista,69
7-Apr-16,Windows Server 2003 and XP x64 Edition,31
8-Apr-16,Windows 7,10036
8-Apr-16,Windows 10,3428
8-Apr-16,Windows 8.1,1777
8-Apr-16,Windows XP,309
8-Apr-16,Windows 8,227
8-Apr-16,Windows Vista,64
8-Apr-16,Windows Server 2003 and XP x64 Edition,15
8-Apr-16,Windows 2000/NT 5,1
8-Apr-16,Windows 3.x,1
9-Apr-16,Windows 7,3107
9-Apr-16,Windows 10,2340
9-Apr-16,Windows 8.1,841
9-Apr-16,Windows XP,247
9-Apr-16,Windows 8,177
9-Apr-16,Windows Vista,38
9-Apr-16,Windows Server 2003 and XP x64 Edition,9
10-Apr-16,Windows 7,4034
10-Apr-16,Windows 10,2491
10-Apr-16,Windows 8.1,952
10-Apr-16,Windows 8,200
10-Apr-16,Windows XP,200
10-Apr-16,Windows Vista,51
10-Apr-16,Windows Server 2003 and XP x64 Edition,20
11-Apr-16,Windows 7,13401
11-Apr-16,Windows 10,3990
11-Apr-16,Windows 8.1,2201
11-Apr-16,Windows XP,352
11-Apr-16,Windows 8,250
11-Apr-16,Windows Vista,79
11-Apr-16,Windows Server 2003 and XP x64 Edition,32
11-Apr-16,Windows 3.x,2
11-Apr-16,Windows NT,1
12-Apr-16,Windows 7,13390
12-Apr-16,Windows 10,3960
12-Apr-16,Windows 8.1,2250
12-Apr-16,Windows XP,360
12-Apr-16,Windows 8,253
12-Apr-16,Windows Vista,75
12-Apr-16,Windows Server 2003 and XP x64 Edition,41
13-Apr-16,Windows 7,12912
13-Apr-16,Windows 10,3956
13-Apr-16,Windows 8.1,2193
13-Apr-16,Windows XP,301
13-Apr-16,Windows 8,267
13-Apr-16,Windows Vista,79
13-Apr-16,Windows Server 2003 and XP x64 Edition,29
13-Apr-16,Windows 3.x,2
13-Apr-16,Media Center 2005,1
14-Apr-16,Windows 7,12572
14-Apr-16,Windows 10,3904
14-Apr-16,Windows 8.1,2078
14-Apr-16,Windows XP,384
14-Apr-16,Windows 8,278
14-Apr-16,Windows Vista,71
14-Apr-16,Windows Server 2003 and XP x64 Edition,25
14-Apr-16,Windows 2000/NT 5,1
14-Apr-16,Windows 3.x,1
14-Apr-16,Windows NT,1
15-Apr-16,Windows 7,10238
15-Apr-16,Windows 10,3451
15-Apr-16,Windows 8.1,1847
15-Apr-16,Windows 8,330
15-Apr-16,Windows XP,270
15-Apr-16,Windows Vista,74
15-Apr-16,Windows Server 2003 and XP x64 Edition,19
15-Apr-16,Windows NT,2
16-Apr-16,Windows 7,3014
16-Apr-16,Windows 10,2219
16-Apr-16,Windows 8.1,819
16-Apr-16,Windows XP,203
16-Apr-16,Windows 8,156
16-Apr-16,Windows Vista,37
16-Apr-16,Windows Server 2003 and XP x64 Edition,5
16-Apr-16,Windows NT,1
17-Apr-16,Windows 7,3951
17-Apr-16,Windows 10,2353
17-Apr-16,Windows 8.1,956
17-Apr-16,Windows XP,196
17-Apr-16,Windows 8,140
17-Apr-16,Windows Vista,39
17-Apr-16,Windows Server 2003 and XP x64 Edition,9
17-Apr-16,Windows 3.x,1
17-Apr-16,Windows NT,1
18-Apr-16,Windows 7,13013
18-Apr-16,Windows 10,3899
18-Apr-16,Windows 8.1,2220
18-Apr-16,Windows XP,451
18-Apr-16,Windows 8,266
18-Apr-16,Windows Vista,81
18-Apr-16,Windows Server 2003 and XP x64 Edition,26
19-Apr-16,Windows 7,13358
19-Apr-16,Windows 10,4163
19-Apr-16,Windows 8.1,2231
19-Apr-16,Windows XP,412
19-Apr-16,Windows 8,283
19-Apr-16,Windows Vista,77
19-Apr-16,Windows Server 2003 and XP x64 Edition,25
19-Apr-16,Windows NT,3
19-Apr-16,Media Center 2005,1
19-Apr-16,Windows 2000/NT 5,1
20-Apr-16,Windows 7,13398
20-Apr-16,Windows 10,4104
20-Apr-16,Windows 8.1,2367
20-Apr-16,Windows XP,349
20-Apr-16,Windows 8,292
20-Apr-16,Windows Vista,76
20-Apr-16,Windows Server 2003 and XP x64 Edition,28
20-Apr-16,Windows 2000/NT 5,2
21-Apr-16,Windows 7,12791
21-Apr-16,Windows 10,4149
21-Apr-16,Windows 8.1,2120
21-Apr-16,Windows XP,369
21-Apr-16,Windows 8,286
21-Apr-16,Windows Vista,79
21-Apr-16,Windows Server 2003 and XP x64 Edition,23
21-Apr-16,Windows NT,2
22-Apr-16,Windows 7,10036
22-Apr-16,Windows 10,3428
22-Apr-16,Windows 8.1,1701
22-Apr-16,Windows XP,332
22-Apr-16,Windows 8,220
22-Apr-16,Windows Vista,63
22-Apr-16,Windows Server 2003 and XP x64 Edition,22
22-Apr-16,Windows 2000/NT 5,1
22-Apr-16,Windows NT,1
23-Apr-16,Windows 7,3013
23-Apr-16,Windows 10,2262
23-Apr-16,Windows 8.1,764
23-Apr-16,Windows XP,181
23-Apr-16,Windows 8,142
23-Apr-16,Windows Vista,49
23-Apr-16,Windows Server 2003 and XP x64 Edition,7
23-Apr-16,Windows 2000/NT 5,1
23-Apr-16,Windows NT,1
24-Apr-16,Windows 7,3809
24-Apr-16,Windows 10,2350
24-Apr-16,Windows 8.1,866
24-Apr-16,Windows XP,181
24-Apr-16,Windows 8,153
24-Apr-16,Windows Vista,46
24-Apr-16,Windows Server 2003 and XP x64 Edition,5
24-Apr-16,Media Center 2005,1
25-Apr-16,Windows 7,12654
25-Apr-16,Windows 10,4195
25-Apr-16,Windows 8.1,2292
25-Apr-16,Windows XP,378
25-Apr-16,Windows 8,251
25-Apr-16,Windows Vista,84
25-Apr-16,Windows Server 2003 and XP x64 Edition,22
25-Apr-16,Windows 2000/NT 5,1
25-Apr-16,Windows 3.x,1
25-Apr-16,Windows NT,1
26-Apr-16,Windows 7,13239
26-Apr-16,Windows 10,4116
26-Apr-16,Windows 8.1,2205
26-Apr-16,Windows XP,400
26-Apr-16,Windows 8,301
26-Apr-16,Windows Vista,73
26-Apr-16,Windows Server 2003 and XP x64 Edition,39
26-Apr-16,Windows NT,3
26-Apr-16,Media Center 2005,2
26-Apr-16,Windows 3.x,1
27-Apr-16,Windows 7,12986
27-Apr-16,Windows 10,4095
27-Apr-16,Windows 8.1,2212
27-Apr-16,Windows XP,319
27-Apr-16,Windows 8,248
27-Apr-16,Windows Vista,87
27-Apr-16,Windows Server 2003 and XP x64 Edition,39
27-Apr-16,Windows 3.x,2
27-Apr-16,Windows 2000/NT 5,1
28-Apr-16,Windows 7,12969
28-Apr-16,Windows 10,4123
28-Apr-16,Windows 8.1,2174
28-Apr-16,Windows XP,345
28-Apr-16,Windows 8,254
28-Apr-16,Windows Vista,91
28-Apr-16,Windows Server 2003 and XP x64 Edition,29
28-Apr-16,Windows 3.x,4
29-Apr-16,Windows 7,9157
29-Apr-16,Windows 10,3337
29-Apr-16,Windows 8.1,1650
29-Apr-16,Windows XP,266
29-Apr-16,Windows 8,222
29-Apr-16,Windows Vista,62
29-Apr-16,Windows Server 2003 and XP x64 Edition,20
29-Apr-16,Media Center 2005,1
29-Apr-16,Windows 2000/NT 5,1
30-Apr-16,Windows 7,2788
30-Apr-16,Windows 10,2064
30-Apr-16,Windows 8.1,715
30-Apr-16,Windows XP,211
30-Apr-16,Windows 8,126
30-Apr-16,Windows Vista,54
30-Apr-16,Windows Server 2003 and XP x64 Edition,15
30-Apr-16,Windows NT,1
1-May-16,Windows 7,3224
1-May-16,Windows 10,2157
1-May-16,Windows 8.1,742
1-May-16,Windows XP,157
1-May-16,Windows 8,120
1-May-16,Windows Vista,47
1-May-16,Windows Server 2003 and XP x64 Edition,29
1-May-16,Windows NT,2
1-May-16,Windows 3.x,1
2-May-16,Windows 7,10372
2-May-16,Windows 10,3835
2-May-16,Windows 8.1,1807
2-May-16,Windows XP,283
2-May-16,Windows 8,243
2-May-16,Windows Vista,62
2-May-16,Windows Server 2003 and XP x64 Edition,18
2-May-16,Windows 2000/NT 5,1
2-May-16,Windows NT,1
3-May-16,Windows 7,11487
3-May-16,Windows 10,3951
3-May-16,Windows 8.1,1874
3-May-16,Windows XP,338
3-May-16,Windows 8,225
3-May-16,Windows Vista,52
3-May-16,Windows Server 2003 and XP x64 Edition,23
3-May-16,Windows NT,3
3-May-16,Media Center 2005,1
4-May-16,Windows 7,11686
4-May-16,Windows 10,4091
4-May-16,Windows 8.1,2000
4-May-16,Windows XP,382
4-May-16,Windows 8,255
4-May-16,Windows Vista,67
4-May-16,Windows Server 2003 and XP x64 Edition,15
4-May-16,Windows NT,2
5-May-16,Windows 7,10394
5-May-16,Windows 10,3698
5-May-16,Windows 8.1,1789
5-May-16,Windows XP,313
5-May-16,Windows 8,221
5-May-16,Windows Vista,52
5-May-16,Windows Server 2003 and XP x64 Edition,19
5-May-16,Windows 9x/NT,1
5-May-16,Windows 3.x,1
6-May-16,Windows 7,8778
6-May-16,Windows 10,3233
6-May-16,Windows 8.1,1536
6-May-16,Windows XP,306
6-May-16,Windows 8,199
6-May-16,Windows Vista,58
6-May-16,Windows Server 2003 and XP x64 Edition,18
6-May-16,Windows 9x/NT,6
6-May-16,Windows 3.x,1
6-May-16,Windows NT,1
7-May-16,Windows 7,2779
7-May-16,Windows 10,1995
7-May-16,Windows 8.1,693
7-May-16,Windows XP,172
7-May-16,Windows 8,126
7-May-16,Windows Vista,41
7-May-16,Windows 9x/NT,11
7-May-16,Windows Server 2003 and XP x64 Edition,6
7-May-16,Windows 3.x,1
7-May-16,Windows 98,1
8-May-16,Windows 7,3975
8-May-16,Windows 10,2402
8-May-16,Windows 8.1,897
8-May-16,Windows XP,174
8-May-16,Windows 8,168
8-May-16,Windows Vista,35
8-May-16,Windows 9x/NT,17
8-May-16,Windows Server 2003 and XP x64 Edition,16
8-May-16,Windows NT,2
8-May-16,Windows 3.x,1
9-May-16,Windows 7,13522
9-May-16,Windows 10,4391
9-May-16,Windows 8.1,2110
9-May-16,Windows XP,318
9-May-16,Windows 8,286
9-May-16,Windows Vista,100
9-May-16,Windows 9x/NT,23
9-May-16,Windows Server 2003 and XP x64 Edition,17
9-May-16,Windows 3.x,5
9-May-16,Windows NT,1
10-May-16,Windows 7,14664
10-May-16,Windows 10,4592
10-May-16,Windows 8.1,2301
10-May-16,Windows XP,380
10-May-16,Windows 8,315
10-May-16,Windows Vista,101
10-May-16,Windows Server 2003 and XP x64 Edition,35
10-May-16,Windows 9x/NT,17
10-May-16,Windows 2000/NT 5,4
10-May-16,Windows NT,3
11-May-16,Windows 7,14185
11-May-16,Windows 10,4641
11-May-16,Windows 8.1,2266
11-May-16,Windows XP,380
11-May-16,Windows 8,310
11-May-16,Windows Vista,63
11-May-16,Windows Server 2003 and XP x64 Edition,42
11-May-16,Windows 9x/NT,10
11-May-16,Windows NT,4
11-May-16,Windows 2000/NT 5,2
12-May-16,Windows 7,13363
12-May-16,Windows 10,4453
12-May-16,Windows 8.1,2200
12-May-16,Windows XP,386
12-May-16,Windows 8,259
12-May-16,Windows Vista,68
12-May-16,Windows Server 2003 and XP x64 Edition,22
12-May-16,Windows NT,3
12-May-16,Windows 2000/NT 5,2
12-May-16,Windows 9x/NT,2
13-May-16,Windows 7,10178
13-May-16,Windows 10,3665
13-May-16,Windows 8.1,1712
13-May-16,Windows XP,336
13-May-16,Windows 8,236
13-May-16,Windows Vista,62
13-May-16,Windows Server 2003 and XP x64 Edition,19
13-May-16,Windows 9x/NT,6
13-May-16,Windows 3.x,3
14-May-16,Windows 7,3030
14-May-16,Windows 10,2301
14-May-16,Windows 8.1,754
14-May-16,Windows XP,193
14-May-16,Windows 8,141
14-May-16,Windows Vista,51
14-May-16,Windows Server 2003 and XP x64 Edition,10
14-May-16,Windows 9x/NT,9
14-May-16,Windows NT,3
14-May-16,Windows 2000/NT 5,1
15-May-16,Windows 7,4026
15-May-16,Windows 10,2549
15-May-16,Windows 8.1,880
15-May-16,Windows XP,194
15-May-16,Windows 8,123
15-May-16,Windows Vista,46
15-May-16,Windows Server 2003 and XP x64 Edition,5
15-May-16,Windows 9x/NT,4
15-May-16,Media Center 2005,1
15-May-16,Windows 2000/NT 5,1
16-May-16,Windows 7,11638
