Date,OS,Visits
3-Mar-16,Windows 8.1,1768
3-Mar-16,Windows XP,771
3-Mar-16,Windows 8,277
3-Mar-16,Windows Vista,141
3-Mar-16,Windows NT,21
3-Mar-16,Windows Server 2003 and XP x64 Edition,6
3-Mar-16,Windows 3.x,1
4-Mar-16,Windows 7,6225
4-Mar-16,Windows 10,2837
4-Mar-16,Windows 8.1,1490
4-Mar-16,Windows XP,718
4-Mar-16,Windows 8,243
4-Mar-16,Windows Vista,136
4-Mar-16,Windows Server 2003 and XP x64 Edition,4
4-Mar-16,Windows 2000/NT 5,2
5-Mar-16,Windows 7,4205
5-Mar-16,Windows 10,2589
5-Mar-16,Windows 8.1,1261
5-Mar-16,Windows XP,711
5-Mar-16,Windows 8,222
5-Mar-16,Windows Vista,121
5-Mar-16,Windows Server 2003 and XP x64 Edition,7
5-Mar-16,Windows NT,6
5-Mar-16,Windows 2000/NT 5,1
6-Mar-16,Windows 7,4605
6-Mar-16,Windows 10,2745
6-Mar-16,Windows 8.1,1235
6-Mar-16,Windows XP,788
6-Mar-16,Windows 8,231
6-Mar-16,Windows Vista,141
6-Mar-16,Windows 2000/NT 5,5
6-Mar-16,Windows Server 2003 and XP x64 Edition,2
6-Mar-16,Windows 3.x,1
6-Mar-16,Windows NT,1
7-Mar-16,Windows 7,7191
7-Mar-16,Windows 10,3118
7-Mar-16,Windows 8.1,1671
7-Mar-16,Windows XP,860
7-Mar-16,Windows 8,290
7-Mar-16,Windows Vista,139
7-Mar-16,Windows NT,24
7-Mar-16,Windows 2000/NT 5,13
7-Mar-16,Windows Server 2003 and XP x64 Edition,7
8-Mar-16,Windows 7,7262
8-Mar-16,Windows 10,3281
8-Mar-16,Windows 8.1,1756
8-Mar-16,Windows XP,821
8-Mar-16,Windows 8,258
8-Mar-16,Windows Vista,161
8-Mar-16,Windows NT,23
8-Mar-16,Windows Server 2003 and XP x64 Edition,7
8-Mar-16,Windows 2000/NT 5,3
9-Mar-16,Windows 7,7322
9-Mar-16,Windows 10,3245
9-Mar-16,Windows 8.1,1731
9-Mar-16,Windows XP,839
9-Mar-16,Windows 8,253
9-Mar-16,Windows Vista,141
9-Mar-16,Windows NT,17
9-Mar-16,Windows Server 2003 and XP x64 Edition,5
9-Mar-16,Windows 2000/NT 5,5
10-Mar-16,Windows 7,7344
10-Mar-16,Windows 10,3085
10-Mar-16,Windows 8.1,1700
10-Mar-16,Windows XP,831
10-Mar-16,Windows 8,268
10-Mar-16,Windows Vista,148
10-Mar-16,Windows NT,21
10-Mar-16,Windows 2000/NT 5,10
10-Mar-16,Windows Server 2003 and XP x64 Edition,9
11-Mar-16,Windows 7,6181
11-Mar-16,Windows 10,2773
11-Mar-16,Windows 8.1,1406
11-Mar-16,Windows XP,720
11-Mar-16,Windows 8,245
11-Mar-16,Windows Vista,110
11-Mar-16,Windows NT,10
11-Mar-16,Windows Server 2003 and XP x64 Edition,7
11-Mar-16,Windows 2000/NT 5,4
12-Mar-16,Windows 7,4033
12-Mar-16,Windows 10,2649
12-Mar-16,Windows 8.1,1232
12-Mar-16,Windows XP,666
12-Mar-16,Windows 8,232
12-Mar-16,Windows Vista,89
12-Mar-16,Windows NT,23
12-Mar-16,Windows 2000/NT 5,1
13-Mar-16,Windows 7,4054
13-Mar-16,Windows 10,2659
13-Mar-16,Windows 8.1,1167
13-Mar-16,Windows XP,630
13-Mar-16,Windows 8,237
13-Mar-16,Windows Vista,95
13-Mar-16,Windows NT,31
13-Mar-16,Windows Server 2003 and XP x64 Edition,3
13-Mar-16,Windows 2000/NT 5,1
14-Mar-16,Windows 7,6949
14-Mar-16,Windows 10,3096
14-Mar-16,Windows 8.1,1598
14-Mar-16,Windows XP,824
14-Mar-16,Windows 8,270
14-Mar-16,Windows Vista,109
14-Mar-16,Windows NT,35
14-Mar-16,Windows Server 2003 and XP x64 Edition,5
14-Mar-16,Windows 2000/NT 5,1
15-Mar-16,Windows 7,7229
15-Mar-16,Windows 10,3014
15-Mar-16,Windows 8.1,1579
15-Mar-16,Windows XP,815
15-Mar-16,Windows 8,247
15-Mar-16,Windows Vista,117
15-Mar-16,Windows NT,37
15-Mar-16,Windows Server 2003 and XP x64 Edition,6
15-Mar-16,Windows 2000/NT 5,2
16-Mar-16,Windows 7,7062
16-Mar-16,Windows 10,2995
16-Mar-16,Windows 8.1,1588
16-Mar-16,Windows XP,748
16-Mar-16,Windows 8,250
16-Mar-16,Windows Vista,119
16-Mar-16,Windows Server 2003 and XP x64 Edition,5
16-Mar-16,Windows NT,3
16-Mar-16,Windows 2000/NT 5,1
16-Mar-16,Windows 98,1
17-Mar-16,Windows 7,6491
17-Mar-16,Windows 10,2812
17-Mar-16,Windows 8.1,1522
17-Mar-16,Windows XP,704
17-Mar-16,Windows 8,208
17-Mar-16,Windows Vista,116
17-Mar-16,Windows Server 2003 and XP x64 Edition,8
17-Mar-16,Windows NT,5
17-Mar-16,Windows 2000/NT 5,2
18-Mar-16,Windows 7,5372
18-Mar-16,Windows 10,2574
18-Mar-16,Windows 8.1,1215
18-Mar-16,Windows XP,577
18-Mar-16,Windows 8,219
18-Mar-16,Windows Vista,69
18-Mar-16,Windows NT,15
18-Mar-16,Windows Server 2003 and XP x64 Edition,6
19-Mar-16,Windows 7,2396
19-Mar-16,Windows 10,1746
19-Mar-16,Windows 8.1,723
19-Mar-16,Windows XP,310
19-Mar-16,Windows 8,152
19-Mar-16,Windows NT,24
19-Mar-16,Windows Vista,19
19-Mar-16,Windows Server 2003 and XP x64 Edition,7
19-Mar-16,Windows 2000/NT 5,1
20-Mar-16,Windows 7,2309
20-Mar-16,Windows 10,1815
20-Mar-16,Windows 8.1,659
20-Mar-16,Windows XP,301
20-Mar-16,Windows 8,150
20-Mar-16,Windows Vista,35
20-Mar-16,Windows NT,11
20-Mar-16,Windows Server 2003 and XP x64 Edition,2
21-Mar-16,Windows 7,4586
21-Mar-16,Windows 10,2185
21-Mar-16,Windows 8.1,1010
21-Mar-16,Windows XP,328
21-Mar-16,Windows 8,175
21-Mar-16,Windows Vista,22
21-Mar-16,Windows NT,15
21-Mar-16,Windows Server 2003 and XP x64 Edition,1
22-Mar-16,Windows 7,4875
22-Mar-16,Windows 10,2298
22-Mar-16,Windows 8.1,1114
22-Mar-16,Windows XP,362
22-Mar-16,Windows 8,209
22-Mar-16,Windows NT,33
22-Mar-16,Windows Vista,32
22-Mar-16,Windows Server 2003 and XP x64 Edition,8
23-Mar-16,Windows 7,4734
23-Mar-16,Windows 10,2192
23-Mar-16,Windows 8.1,1016
23-Mar-16,Windows XP,353
23-Mar-16,Windows 8,182
23-Mar-16,Windows Vista,24
23-Mar-16,Windows NT,19
23-Mar-16,Windows Server 2003 and XP x64 Edition,10
24-Mar-16,Windows 7,4186
24-Mar-16,Windows 10,2040
24-Mar-16,Windows 8.1,907
24-Mar-16,Windows XP,294
24-Mar-16,Windows 8,153
24-Mar-16,Windows Vista,40
24-Mar-16,Windows NT,10
24-Mar-16,Windows Server 2003 and XP x64 Edition,2
25-Mar-16,Windows 7,3108
25-Mar-16,Windows 10,1952
25-Mar-16,Windows 8.1,762
25-Mar-16,Windows XP,366
25-Mar-16,Windows 8,169
25-Mar-16,Windows Vista,37
25-Mar-16,Windows NT,6
25-Mar-16,Windows Server 2003 and XP x64 Edition,4
26-Mar-16,Windows 7,2073
26-Mar-16,Windows 10,1708
26-Mar-16,Windows 8.1,704
26-Mar-16,Windows XP,374
26-Mar-16,Windows 8,185
26-Mar-16,Windows Vista,35
26-Mar-16,Windows NT,23
26-Mar-16,Windows Server 2003 and XP x64 Edition,2
27-Mar-16,Windows 7,2279
27-Mar-16,Windows 10,1762
27-Mar-16,Windows 8.1,667
27-Mar-16,Windows XP,288
27-Mar-16,Windows 8,152
27-Mar-16,Windows Vista,26
27-Mar-16,Windows NT,10
28-Mar-16,Windows 7,4041
28-Mar-16,Windows 10,2172
28-Mar-16,Windows 8.1,902
28-Mar-16,Windows XP,303
28-Mar-16,Windows 8,134
28-Mar-16,Windows Vista,35
28-Mar-16,Windows NT,5
28-Mar-16,Windows Server 2003 and XP x64 Edition,4
29-Mar-16,Windows 7,4785
29-Mar-16,Windows 10,2199
29-Mar-16,Windows 8.1,1064
29-Mar-16,Windows XP,240
29-Mar-16,Windows 8,151
29-Mar-16,Windows Vista,28
29-Mar-16,Windows Server 2003 and XP x64 Edition,3
30-Mar-16,Windows 7,4829
30-Mar-16,Windows 10,2261
30-Mar-16,Windows 8.1,1064
30-Mar-16,Windows XP,287
30-Mar-16,Windows 8,157
30-Mar-16,Windows Vista,49
30-Mar-16,Windows Server 2003 and XP x64 Edition,4
30-Mar-16,Windows NT,3
30-Mar-16,Windows 3.x,2
31-Mar-16,Windows 7,4681
31-Mar-16,Windows 10,2107
31-Mar-16,Windows 8.1,1017
31-Mar-16,Windows XP,302
31-Mar-16,Windows 8,148
31-Mar-16,Windows Vista,35
31-Mar-16,Windows Server 2003 and XP x64 Edition,6
1-Apr-16,Windows 7,4617
1-Apr-16,Windows 10,2299
1-Apr-16,Windows 8.1,1026
1-Apr-16,Windows XP,261
1-Apr-16,Windows 8,166
1-Apr-16,Windows Vista,40
1-Apr-16,Windows Server 2003 and XP x64 Edition,8
1-Apr-16,Windows NT,1
2-Apr-16,Windows 7,2305
2-Apr-16,Windows 10,2047
2-Apr-16,Windows 8.1,752
2-Apr-16,Windows XP,223
2-Apr-16,Windows 8,150
2-Apr-16,Windows Vista,30
2-Apr-16,Windows NT,5
2-Apr-16,Windows Server 2003 and XP x64 Edition,4
3-Apr-16,Windows 7,2381
3-Apr-16,Windows 10,1935
3-Apr-16,Windows 8.1,695
3-Apr-16,Windows XP,365
3-Apr-16,Windows 8,130
3-Apr-16,Windows Vista,29
3-Apr-16,Windows NT,9
3-Apr-16,Windows Server 2003 and XP x64 Edition,3
4-Apr-16,Windows 7,4866
4-Apr-16,Windows 10,2457
4-Apr-16,Windows 8.1,1112
4-Apr-16,Windows XP,302
4-Apr-16,Windows 8,146
4-Apr-16,Windows Vista,38
4-Apr-16,Windows Server 2003 and XP x64 Edition,2
5-Apr-16,Windows 7,4950
5-Apr-16,Windows 10,2463
5-Apr-16,Windows 8.1,1018
5-Apr-16,Windows XP,334
5-Apr-16,Windows 8,186
5-Apr-16,Windows Vista,52
5-Apr-16,Windows Server 2003 and XP x64 Edition,5
5-Apr-16,Windows NT,4
6-Apr-16,Windows 7,5000
6-Apr-16,Windows 10,2443
6-Apr-16,Windows 8.1,1104
6-Apr-16,Windows XP,283
6-Apr-16,Windows 8,204
6-Apr-16,Windows Vista,32
6-Apr-16,Windows Server 2003 and XP x64 Edition,3
7-Apr-16,Windows 7,4938
7-Apr-16,Windows 10,2296
7-Apr-16,Windows 8.1,1111
7-Apr-16,Windows XP,304
7-Apr-16,Windows 8,163
7-Apr-16,Windows Vista,28
7-Apr-16,Windows NT,6
7-Apr-16,Windows Server 2003 and XP x64 Edition,2
8-Apr-16,Windows 7,4120
8-Apr-16,Windows 10,2073
8-Apr-16,Windows 8.1,948
8-Apr-16,Windows XP,290
8-Apr-16,Windows 8,156
8-Apr-16,Windows Vista,28
8-Apr-16,Windows Server 2003 and XP x64 Edition,9
8-Apr-16,Windows 2000/NT 5,1
8-Apr-16,Windows NT,1
9-Apr-16,Windows 7,2313
9-Apr-16,Windows 10,1850
9-Apr-16,Windows 8.1,727
9-Apr-16,Windows XP,329
9-Apr-16,Windows 8,140
9-Apr-16,Windows Vista,37
9-Apr-16,Windows NT,8
9-Apr-16,Windows Server 2003 and XP x64 Edition,4
9-Apr-16,Windows 2000/NT 5,1
10-Apr-16,Windows 7,2514
10-Apr-16,Windows 10,1884
10-Apr-16,Windows 8.1,717
10-Apr-16,Windows XP,224
10-Apr-16,Windows 8,123
10-Apr-16,Windows Vista,44
10-Apr-16,Windows NT,6
10-Apr-16,Media Center 2005,1
11-Apr-16,Windows 7,4856
11-Apr-16,Windows 10,2381
11-Apr-16,Windows 8.1,970
11-Apr-16,Windows XP,421
11-Apr-16,Windows 8,171
11-Apr-16,Windows Vista,37
11-Apr-16,Windows Server 2003 and XP x64 Edition,6
11-Apr-16,Windows NT,5
11-Apr-16,Windows 3.x,1
12-Apr-16,Windows 7,5017
12-Apr-16,Windows 10,2331
12-Apr-16,Windows 8.1,1089
12-Apr-16,Windows XP,334
12-Apr-16,Windows 8,133
12-Apr-16,Windows Vista,48
12-Apr-16,Windows NT,11
12-Apr-16,Windows Server 2003 and XP x64 Edition,7
13-Apr-16,Windows 7,4792
13-Apr-16,Windows 10,2273
13-Apr-16,Windows 8.1,1040
13-Apr-16,Windows XP,353
13-Apr-16,Windows 8,156
13-Apr-16,Windows Vista,28
13-Apr-16,Windows Server 2003 and XP x64 Edition,2
13-Apr-16,Windows NT,2
14-Apr-16,Windows 7,4670
14-Apr-16,Windows 10,2340
14-Apr-16,Windows 8.1,987
14-Apr-16,Windows XP,311
14-Apr-16,Windows 8,152
14-Apr-16,Windows Vista,36
14-Apr-16,Windows NT,6
14-Apr-16,Windows Server 2003 and XP x64 Edition,5
14-Apr-16,Windows 2000/NT 5,1
15-Apr-16,Windows 7,4250
15-Apr-16,Windows 10,2169
15-Apr-16,Windows 8.1,876
15-Apr-16,Windows XP,359
15-Apr-16,Windows 8,159
15-Apr-16,Windows Vista,33
15-Apr-16,Windows NT,6
15-Apr-16,Windows Server 2003 and XP x64 Edition,3
16-Apr-16,Windows 7,2342
16-Apr-16,Windows 10,1909
16-Apr-16,Windows 8.1,623
16-Apr-16,Windows XP,287
16-Apr-16,Windows 8,119
16-Apr-16,Windows Vista,35
16-Apr-16,Windows NT,7
16-Apr-16,Windows Server 2003 and XP x64 Edition,1
17-Apr-16,Windows 7,2378
17-Apr-16,Windows 10,1963
17-Apr-16,Windows 8.1,666
17-Apr-16,Windows XP,315
17-Apr-16,Windows 8,107
17-Apr-16,Windows Vista,39
17-Apr-16,Windows NT,6
17-Apr-16,Windows 3.x,2
18-Apr-16,Windows 7,4987
18-Apr-16,Windows 10,2341
18-Apr-16,Windows 8.1,1010
18-Apr-16,Windows XP,306
18-Apr-16,Windows 8,137
18-Apr-16,Windows Vista,35
18-Apr-16,Windows NT,5
18-Apr-16,Windows Server 2003 and XP x64 Edition,3
18-Apr-16,Windows 2000/NT 5,1
19-Apr-16,Windows 7,5217
19-Apr-16,Windows 10,2527
19-Apr-16,Windows 8.1,1056
19-Apr-16,Windows XP,407
19-Apr-16,Windows 8,150
19-Apr-16,Windows Vista,48
19-Apr-16,Windows Server 2003 and XP x64 Edition,5
19-Apr-16,Windows 98,2
19-Apr-16,Windows NT,1
20-Apr-16,Windows 7,5035
20-Apr-16,Windows 10,2492
20-Apr-16,Windows 8.1,1119
20-Apr-16,Windows XP,381
20-Apr-16,Windows 8,157
20-Apr-16,Windows Vista,36
20-Apr-16,Windows Server 2003 and XP x64 Edition,6
20-Apr-16,Windows NT,2
21-Apr-16,Windows 7,4835
21-Apr-16,Windows 10,2462
21-Apr-16,Windows 8.1,1141
21-Apr-16,Windows XP,432
21-Apr-16,Windows 8,178
21-Apr-16,Windows Vista,48
21-Apr-16,Windows NT,5
21-Apr-16,Windows Server 2003 and XP x64 Edition,1
21-Apr-16,Windows 2000/NT 5,1
22-Apr-16,Windows 7,4201
22-Apr-16,Windows 10,2216
22-Apr-16,Windows 8.1,955
22-Apr-16,Windows XP,344
22-Apr-16,Windows 8,198
22-Apr-16,Windows Vista,36
22-Apr-16,Windows NT,10
22-Apr-16,Windows Server 2003 and XP x64 Edition,5
23-Apr-16,Windows 7,2464
23-Apr-16,Windows 10,1887
23-Apr-16,Windows 8.1,660
23-Apr-16,Windows XP,339
23-Apr-16,Windows 8,159
23-Apr-16,Windows Vista,22
23-Apr-16,Windows NT,15
23-Apr-16,Windows Server 2003 and XP x64 Edition,1
23-Apr-16,Windows 2000/NT 5,1
24-Apr-16,Windows 7,2626
24-Apr-16,Windows 10,2045
24-Apr-16,Windows 8.1,753
24-Apr-16,Windows XP,307
24-Apr-16,Windows 8,141
24-Apr-16,Windows Vista,40
24-Apr-16,Windows NT,8
24-Apr-16,Windows Server 2003 and XP x64 Edition,3
24-Apr-16,Windows 2000/NT 5,1
25-Apr-16,Windows 7,4916
25-Apr-16,Windows 10,2417
25-Apr-16,Windows 8.1,1054
25-Apr-16,Windows XP,408
25-Apr-16,Windows 8,161
25-Apr-16,Windows Vista,30
25-Apr-16,Windows NT,12
25-Apr-16,Windows Server 2003 and XP x64 Edition,6
25-Apr-16,Windows 2000/NT 5,2
25-Apr-16,Windows 3.x,1
26-Apr-16,Windows 7,5222
26-Apr-16,Windows 10,2415
26-Apr-16,Windows 8.1,1092
26-Apr-16,Windows XP,351
26-Apr-16,Windows 8,152
26-Apr-16,Windows Vista,92
26-Apr-16,Windows Server 2003 and XP x64 Edition,12
26-Apr-16,Windows NT,5
26-Apr-16,Windows 2000/NT 5,3
27-Apr-16,Windows 7,5391
27-Apr-16,Windows 10,2525
27-Apr-16,Windows 8.1,1159
27-Apr-16,Windows XP,495
27-Apr-16,Windows 8,175
27-Apr-16,Windows Vista,54
27-Apr-16,Windows NT,5
27-Apr-16,Windows Server 2003 and XP x64 Edition,4
28-Apr-16,Windows 7,5802
28-Apr-16,Windows 10,2615
28-Apr-16,Windows 8.1,1148
28-Apr-16,Windows XP,419
28-Apr-16,Windows 8,179
28-Apr-16,Windows Vista,53
28-Apr-16,Windows Server 2003 and XP x64 Edition,11
28-Apr-16,Windows NT,9
29-Apr-16,Windows 7,4605
29-Apr-16,Windows 10,2253
29-Apr-16,Windows 8.1,961
29-Apr-16,Windows XP,424
29-Apr-16,Windows 8,168
29-Apr-16,Windows Vista,43
29-Apr-16,Windows NT,5
29-Apr-16,Windows Server 2003 and XP x64 Edition,3
29-Apr-16,Windows 2000/NT 5,1
30-Apr-16,Windows 7,2394
30-Apr-16,Windows 10,1882
30-Apr-16,Windows 8.1,677
30-Apr-16,Windows XP,307
30-Apr-16,Windows 8,117
30-Apr-16,Windows Vista,50
30-Apr-16,Windows Server 2003 and XP x64 Edition,6
30-Apr-16,Windows NT,3
1-May-16,Windows 7,2343
1-May-16,Windows 10,1846
1-May-16,Windows 8.1,617
1-May-16,Windows XP,322
1-May-16,Windows 8,113
1-May-16,Windows Vista,37
1-May-16,Windows NT,6
1-May-16,Windows Server 2003 and XP x64 Edition,2
2-May-16,Windows 7,4462
2-May-16,Windows 10,2213
2-May-16,Windows 8.1,889
2-May-16,Windows XP,346
2-May-16,Windows 8,130
2-May-16,Windows Vista,30
2-May-16,Windows NT,10
2-May-16,Windows 98,3
2-May-16,Windows Server 2003 and XP x64 Edition,2
3-May-16,Windows 7,4870
3-May-16,Windows 10,2330
3-May-16,Windows 8.1,992
3-May-16,Windows XP,341
3-May-16,Windows 8,136
3-May-16,Windows Vista,27
3-May-16,Windows NT,10
3-May-16,Windows Server 2003 and XP x64 Edition,6
4-May-16,Windows 7,5125
4-May-16,Windows 10,2211
4-May-16,Windows 8.1,992
4-May-16,Windows XP,389
4-May-16,Windows 8,162
4-May-16,Windows Vista,41
4-May-16,Windows Server 2003 and XP x64 Edition,4
5-May-16,Windows 7,4400
5-May-16,Windows 10,2262
5-May-16,Windows 8.1,868
5-May-16,Windows XP,440
5-May-16,Windows 8,150
5-May-16,Windows Vista,37
5-May-16,Windows NT,11
5-May-16,Windows Server 2003 and XP x64 Edition,5
6-May-16,Windows 7,3930
6-May-16,Windows 10,2087
6-May-16,Windows 8.1,837
6-May-16,Windows XP,352
6-May-16,Windows 8,146
6-May-16,Windows Vista,33
6-May-16,Windows NT,22
6-May-16,Windows Server 2003 and XP x64 Edition,1
7-May-16,Windows 7,2287
7-May-16,Windows 10,1815
7-May-16,Windows 8.1,610
7-May-16,Windows XP,284
7-May-16,Windows 8,127
7-May-16,Windows Vista,47
7-May-16,Windows NT,31
7-May-16,Windows Server 2003 and XP x64 Edition,1
8-May-16,Windows 7,2404
8-May-16,Windows 10,1817
8-May-16,Windows 8.1,616
8-May-16,Windows XP,303
8-May-16,Windows 8,143
8-May-16,Windows Vista,33
8-May-16,Windows Server 2003 and XP x64 Edition,1
8-May-16,Windows 9x/NT,1
9-May-16,Windows 7,4902
9-May-16,Windows 10,2335
9-May-16,Windows 8.1,949
9-May-16,Windows XP,385
9-May-16,Windows 8,143
9-May-16,Windows Vista,43
9-May-16,Windows Server 2003 and XP x64 Edition,3
9-May-16,Windows 2000/NT 5,1
10-May-16,Windows 7,5188
10-May-16,Windows 10,2413
10-May-16,Windows 8.1,1015
10-May-16,Windows XP,414
10-May-16,Windows 8,165
10-May-16,Windows Vista,30
10-May-16,Windows Server 2003 and XP x64 Edition,7
10-May-16,Windows NT,7
10-May-16,Windows 2000/NT 5,1
11-May-16,Windows 7,5043
11-May-16,Windows 10,2411
11-May-16,Windows 8.1,1046
11-May-16,Windows XP,397
11-May-16,Windows 8,172
11-May-16,Windows Vista,48
11-May-16,Windows NT,19
11-May-16,Windows Server 2003 and XP x64 Edition,3
11-May-16,Media Center 2005,1
11-May-16,Windows 2000/NT 5,1
12-May-16,Windows 7,5113
12-May-16,Windows 10,2486
12-May-16,Windows 8.1,1007
12-May-16,Windows XP,408
12-May-16,Windows 8,139
12-May-16,Windows Vista,36
12-May-16,Windows NT,24
12-May-16,Windows Server 2003 and XP x64 Edition,3
12-May-16,Windows 2000/NT 5,1
13-May-16,Windows 7,4568
13-May-16,Windows 10,2275
13-May-16,Windows 8.1,932
13-May-16,Windows XP,432
13-May-16,Windows 8,147
13-May-16,Windows Vista,29
13-May-16,Windows NT,17
13-May-16,Windows Server 2003 and XP x64 Edition,5
14-May-16,Windows 7,2550
14-May-16,Windows 10,1894
14-May-16,Windows 8.1,740
14-May-16,Windows XP,481
14-May-16,Windows 8,127
14-May-16,Windows Vista,31
14-May-16,Windows NT,27
14-May-16,Windows Server 2003 and XP x64 Edition,4
15-May-16,Windows 7,2703
15-May-16,Windows 10,1949
15-May-16,Windows 8.1,852
15-May-16,Windows XP,394
15-May-16,Windows 8,137
15-May-16,Windows Vista,47
15-May-16,Windows NT,36
15-May-16,Windows Server 2003 and XP x64 Edition,1
15-May-16,Windows 2000/NT 5,1
16-May-16,Windows 7,4738
16-May-16,Windows 10,2365
16-May-16,Windows 8.1,1005
16-May-16,Windows XP,600
16-May-16,Windows 8,181
16-May-16,Windows NT,21
16-May-16,Windows Vista,15
16-May-16,Windows Server 2003 and XP x64 Edition,3
16-May-16,Windows 2000/NT 5,2
17-May-16,Windows 7,5591
17-May-16,Windows 10,2412
17-May-16,Windows 8.1,1092
17-May-16,Windows XP,518
17-May-16,Windows 8,193
17-May-16,Windows Vista,26
17-May-16,Windows NT,13
17-May-16,Windows Server 2003 and XP x64 Edition,7
18-May-16,Windows 7,5382
18-May-16,Windows 10,2388
18-May-16,Windows 8.1,1055
18-May-16,Windows XP,493
18-May-16,Windows 8,199
18-May-16,Windows Vista,35
18-May-16,Windows Server 2003 and XP x64 Edition,2
18-May-16,Windows NT,1
