Date,OS,Visits
17-Mar-16,Windows 8.1,7
17-Mar-16,Windows XP,1
18-Mar-16,Windows 7,30
18-Mar-16,Windows 10,12
18-Mar-16,Windows 8.1,5
18-Mar-16,Windows XP,1
18-Mar-16,Windows NT,1
19-Mar-16,Windows 7,7
19-Mar-16,Windows 10,3
20-Mar-16,Windows 7,2
20-Mar-16,Windows 10,1
20-Mar-16,Windows XP,1
21-Mar-16,Windows 7,37
21-Mar-16,Windows 10,10
21-Mar-16,Windows 8.1,7
21-Mar-16,Windows 8,1
22-Mar-16,Windows 7,45
22-Mar-16,Windows 10,17
22-Mar-16,Windows 8.1,14
23-Mar-16,Windows 7,26
23-Mar-16,Windows 10,17
23-Mar-16,Windows 8.1,14
24-Mar-16,Windows 7,44
24-Mar-16,Windows 10,19
24-Mar-16,Windows 8.1,4
25-Mar-16,Windows 7,14
25-Mar-16,Windows 10,6
25-Mar-16,Windows 8.1,4
26-Mar-16,Windows 10,3
26-Mar-16,Windows 7,3
26-Mar-16,Windows 8.1,2
26-Mar-16,Windows NT,1
27-Mar-16,Windows 7,8
27-Mar-16,Windows 10,5
27-Mar-16,Windows 8.1,5
28-Mar-16,Windows 7,34
28-Mar-16,Windows 10,17
28-Mar-16,Windows 8.1,9
29-Mar-16,Windows 7,25
29-Mar-16,Windows 8.1,16
29-Mar-16,Windows 10,8
29-Mar-16,Windows 8,1
29-Mar-16,Windows Vista,1
30-Mar-16,Windows 7,38
30-Mar-16,Windows 10,22
30-Mar-16,Windows 8.1,11
30-Mar-16,Windows 8,4
30-Mar-16,Windows XP,1
31-Mar-16,Windows 7,38
31-Mar-16,Windows 10,12
31-Mar-16,Windows 8.1,10
31-Mar-16,Windows 8,2
31-Mar-16,Windows XP,1
1-Apr-16,Windows 7,62
1-Apr-16,Windows 10,34
1-Apr-16,Windows 8.1,23
1-Apr-16,Windows 8,1
1-Apr-16,Windows Server 2003 and XP x64 Edition,1
1-Apr-16,Windows XP,1
2-Apr-16,Windows 7,11
2-Apr-16,Windows 10,9
2-Apr-16,Windows 8.1,3
2-Apr-16,Windows 8,1
2-Apr-16,Windows XP,1
3-Apr-16,Windows 7,14
3-Apr-16,Windows 10,4
3-Apr-16,Windows 8.1,2
3-Apr-16,Windows XP,1
4-Apr-16,Windows 7,69
4-Apr-16,Windows 10,23
4-Apr-16,Windows 8.1,14
4-Apr-16,Windows 8,1
5-Apr-16,Windows 7,50
5-Apr-16,Windows 10,16
5-Apr-16,Windows 8.1,10
5-Apr-16,Windows 8,3
6-Apr-16,Windows 7,59
6-Apr-16,Windows 10,16
6-Apr-16,Windows 8.1,16
6-Apr-16,Windows 8,2
6-Apr-16,Windows Vista,1
7-Apr-16,Windows 7,49
7-Apr-16,Windows 8.1,17
7-Apr-16,Windows 10,15
7-Apr-16,Windows 8,2
8-Apr-16,Windows 7,37
8-Apr-16,Windows 10,16
8-Apr-16,Windows 8.1,6
8-Apr-16,Windows XP,1
9-Apr-16,Windows 8.1,5
9-Apr-16,Windows 7,4
9-Apr-16,Windows 10,3
9-Apr-16,Windows 8,1
10-Apr-16,Windows 7,15
10-Apr-16,Windows 10,10
10-Apr-16,Windows 8.1,1
11-Apr-16,Windows 7,44
11-Apr-16,Windows 10,25
11-Apr-16,Windows 8.1,7
11-Apr-16,Windows 8,1
12-Apr-16,Windows 7,56
12-Apr-16,Windows 10,28
12-Apr-16,Windows 8.1,14
13-Apr-16,Windows 7,58
13-Apr-16,Windows 10,22
13-Apr-16,Windows 8.1,5
14-Apr-16,Windows 7,56
14-Apr-16,Windows 10,14
14-Apr-16,Windows 8.1,14
14-Apr-16,Windows 8,3
15-Apr-16,Windows 7,37
15-Apr-16,Windows 10,22
15-Apr-16,Windows 8.1,15
15-Apr-16,Windows XP,1
16-Apr-16,Windows 10,12
16-Apr-16,Windows 7,3
16-Apr-16,Windows 8.1,2
17-Apr-16,Windows 7,17
17-Apr-16,Windows 10,11
17-Apr-16,Windows 8.1,5
18-Apr-16,Windows 7,55
18-Apr-16,Windows 8.1,18
18-Apr-16,Windows 10,16
19-Apr-16,Windows 7,51
19-Apr-16,Windows 10,15
19-Apr-16,Windows 8.1,12
19-Apr-16,Windows 8,2
19-Apr-16,Windows Vista,1
20-Apr-16,Windows 7,57
20-Apr-16,Windows 10,13
20-Apr-16,Windows 8.1,11
20-Apr-16,Windows 8,1
21-Apr-16,Windows 7,46
21-Apr-16,Windows 10,15
21-Apr-16,Windows 8.1,14
21-Apr-16,Windows 8,1
22-Apr-16,Windows 7,40
22-Apr-16,Windows 10,18
22-Apr-16,Windows 8.1,6
22-Apr-16,Windows NT,1
23-Apr-16,Windows 10,10
23-Apr-16,Windows 8.1,7
23-Apr-16,Windows 7,4
24-Apr-16,Windows 7,7
24-Apr-16,Windows 10,2
24-Apr-16,Windows 8.1,1
25-Apr-16,Windows 7,43
25-Apr-16,Windows 10,20
25-Apr-16,Windows 8.1,7
25-Apr-16,Windows XP,1
26-Apr-16,Windows 7,34
26-Apr-16,Windows 10,19
26-Apr-16,Windows 8.1,8
27-Apr-16,Windows 7,43
27-Apr-16,Windows 10,21
27-Apr-16,Windows 8.1,8
28-Apr-16,Windows 7,48
28-Apr-16,Windows 10,16
28-Apr-16,Windows 8.1,9
28-Apr-16,Windows 8,5
28-Apr-16,Windows XP,1
29-Apr-16,Windows 7,49
29-Apr-16,Windows 10,13
29-Apr-16,Windows 8.1,10
29-Apr-16,Windows 8,5
30-Apr-16,Windows 10,5
30-Apr-16,Windows 8.1,5
30-Apr-16,Windows 7,3
1-May-16,Windows 10,7
1-May-16,Windows 7,6
1-May-16,Windows 8.1,2
2-May-16,Windows 7,33
2-May-16,Windows 10,20
2-May-16,Windows 8.1,8
3-May-16,Windows 7,49
3-May-16,Windows 10,28
3-May-16,Windows 8.1,12
4-May-16,Windows 7,55
4-May-16,Windows 10,19
4-May-16,Windows 8.1,12
5-May-16,Windows 7,33
5-May-16,Windows 10,17
5-May-16,Windows 8.1,10
6-May-16,Windows 7,31
6-May-16,Windows 8.1,9
6-May-16,Windows 10,7
6-May-16,Windows XP,1
7-May-16,Windows 8.1,6
7-May-16,Windows 7,3
7-May-16,Windows 10,2
8-May-16,Windows 7,9
8-May-16,Windows 10,4
9-May-16,Windows 7,47
9-May-16,Windows 10,17
9-May-16,Windows 8.1,7
9-May-16,Windows XP,2
10-May-16,Windows 7,51
10-May-16,Windows 10,21
10-May-16,Windows 8.1,8
10-May-16,Windows Vista,1
11-May-16,Windows 7,49
11-May-16,Windows 10,18
11-May-16,Windows 8.1,10
12-May-16,Windows 7,38
12-May-16,Windows 10,17
12-May-16,Windows 8.1,8
13-May-16,Windows 7,49
13-May-16,Windows 10,11
13-May-16,Windows 8.1,8
13-May-16,Windows XP,2
13-May-16,Windows 8,1
14-May-16,Windows 8.1,3
14-May-16,Windows 7,3
14-May-16,Windows 10,2
14-May-16,Windows Vista,1
15-May-16,Windows 7,11
15-May-16,Windows 10,5
15-May-16,Windows 8.1,2
15-May-16,Windows NT,1
16-May-16,Windows 7,39
16-May-16,Windows 10,13
16-May-16,Windows 8.1,12
16-May-16,Windows 8,2
17-May-16,Windows 7,45
17-May-16,Windows 10,22
17-May-16,Windows 8.1,10
17-May-16,Windows 8,1
