Date,Operating System Types,Visits
6-May-16,Microsoft Windows Phone/Mobile,16
6-May-16,Blackberry,13
7-May-16,Microsoft Windows,16562
7-May-16,GNU/Linux,10710
7-May-16,Other,5049
7-May-16,Apple Macintosh,3620
7-May-16,Google Android,1503
7-May-16,Apple iOS,955
7-May-16,Microsoft Windows Phone/Mobile,34
7-May-16,Chrome OS,30
7-May-16,Blackberry,16
7-May-16,UNIX,10
8-May-16,Microsoft Windows,24117
8-May-16,GNU/Linux,11113
8-May-16,Other,5048
8-May-16,Apple Macintosh,4113
8-May-16,Google Android,1501
8-May-16,Apple iOS,954
8-May-16,Chrome OS,31
8-May-16,UNIX,17
8-May-16,Microsoft Windows Phone/Mobile,12
8-May-16,Blackberry,11
9-May-16,Microsoft Windows,90347
9-May-16,GNU/Linux,25612
9-May-16,Apple Macintosh,13999
9-May-16,Other,5054
9-May-16,Google Android,2340
9-May-16,Apple iOS,1680
9-May-16,Chrome OS,72
9-May-16,Microsoft Windows Phone/Mobile,48
9-May-16,UNIX,45
9-May-16,Blackberry,26
10-May-16,Microsoft Windows,96138
10-May-16,GNU/Linux,27717
10-May-16,Apple Macintosh,14356
10-May-16,Other,3559
10-May-16,Google Android,2642
10-May-16,Apple iOS,1903
10-May-16,UNIX,94
10-May-16,Chrome OS,59
10-May-16,Microsoft Windows Phone/Mobile,41
10-May-16,Blackberry,16
11-May-16,Microsoft Windows,94277
11-May-16,GNU/Linux,25784
11-May-16,Apple Macintosh,14493
11-May-16,Google Android,2816
11-May-16,Other,2159
11-May-16,Apple iOS,1940
11-May-16,UNIX,78
11-May-16,Chrome OS,59
11-May-16,Microsoft Windows Phone/Mobile,48
11-May-16,Blackberry,15
12-May-16,Microsoft Windows,90539
12-May-16,GNU/Linux,22086
12-May-16,Apple Macintosh,13718
12-May-16,Google Android,3330
12-May-16,Apple iOS,2286
12-May-16,Other,2174
12-May-16,Chrome OS,89
12-May-16,UNIX,79
12-May-16,Microsoft Windows Phone/Mobile,62
12-May-16,Blackberry,29
13-May-16,Microsoft Windows,70690
13-May-16,GNU/Linux,18638
13-May-16,Apple Macintosh,11338
13-May-16,Google Android,2584
13-May-16,Other,2182
13-May-16,Apple iOS,1745
13-May-16,Chrome OS,70
13-May-16,Microsoft Windows Phone/Mobile,68
13-May-16,UNIX,65
13-May-16,Blackberry,21
14-May-16,Microsoft Windows,17111
14-May-16,GNU/Linux,6413
14-May-16,Apple Macintosh,3637
14-May-16,Other,2166
14-May-16,Google Android,1641
14-May-16,Apple iOS,985
14-May-16,Chrome OS,52
14-May-16,Microsoft Windows Phone/Mobile,26
14-May-16,Blackberry,13
14-May-16,UNIX,9
15-May-16,Microsoft Windows,24258
15-May-16,GNU/Linux,6851
15-May-16,Apple Macintosh,4193
15-May-16,Other,2173
15-May-16,Google Android,1574
15-May-16,Apple iOS,947
15-May-16,Chrome OS,51
15-May-16,Microsoft Windows Phone/Mobile,21
15-May-16,UNIX,17
15-May-16,Blackberry,11
16-May-16,Microsoft Windows,76810
16-May-16,GNU/Linux,18221
16-May-16,Apple Macintosh,12488
16-May-16,Google Android,2337
16-May-16,Other,2183
16-May-16,Apple iOS,1670
16-May-16,Chrome OS,52
16-May-16,UNIX,47
16-May-16,Microsoft Windows Phone/Mobile,30
16-May-16,Blackberry,19
17-May-16,Microsoft Windows,87604
17-May-16,GNU/Linux,20940
17-May-16,Apple Macintosh,13639
17-May-16,Google Android,2653
17-May-16,Other,2178
17-May-16,Apple iOS,1840
17-May-16,UNIX,65
17-May-16,Chrome OS,55
17-May-16,Microsoft Windows Phone/Mobile,39
17-May-16,Blackberry,17
18-May-16,Microsoft Windows,87541
18-May-16,GNU/Linux,21104
18-May-16,Apple Macintosh,13670
18-May-16,Google Android,2420
18-May-16,Other,2186
18-May-16,Apple iOS,1728
18-May-16,UNIX,73
18-May-16,Chrome OS,66
18-May-16,Microsoft Windows Phone/Mobile,49
18-May-16,Blackberry,23
