Date,Operating Systems,Visits
28-Mar-16,Windows 10,9535
28-Mar-16,Windows 8.1,6759
28-Mar-16,Windows 8,700
28-Mar-16,Windows XP,650
28-Mar-16,Windows Vista,176
28-Mar-16,Windows Server 2003 and XP x64 Edition,75
28-Mar-16,Windows 2000/NT 5,1
28-Mar-16,Windows 3.x,1
28-Mar-16,Windows NT,1
29-Mar-16,Windows 7,63367
29-Mar-16,Windows 10,11777
29-Mar-16,Windows 8.1,8640
29-Mar-16,Windows 8,823
29-Mar-16,Windows XP,803
29-Mar-16,Windows Vista,236
29-Mar-16,Windows Server 2003 and XP x64 Edition,111
29-Mar-16,Windows 3.x,2
29-Mar-16,Windows 2000/NT 5,1
29-Mar-16,Windows NT,1
30-Mar-16,Windows 7,63116
30-Mar-16,Windows 10,11695
30-Mar-16,Windows 8.1,8268
30-Mar-16,Windows 8,853
30-Mar-16,Windows XP,819
30-Mar-16,Windows Vista,232
30-Mar-16,Windows Server 2003 and XP x64 Edition,96
30-Mar-16,Windows 2000/NT 5,3
30-Mar-16,Windows 3.x,3
30-Mar-16,Windows 98,1
31-Mar-16,Windows 7,60227
31-Mar-16,Windows 10,11258
31-Mar-16,Windows 8.1,8273
31-Mar-16,Windows 8,796
31-Mar-16,Windows XP,770
31-Mar-16,Windows Vista,203
31-Mar-16,Windows Server 2003 and XP x64 Edition,106
31-Mar-16,Windows 2000/NT 5,2
1-Apr-16,Windows 7,49603
1-Apr-16,Windows 10,10545
1-Apr-16,Windows 8.1,6858
1-Apr-16,Windows 8,739
1-Apr-16,Windows XP,674
1-Apr-16,Windows Vista,204
1-Apr-16,Windows Server 2003 and XP x64 Edition,88
1-Apr-16,Windows 2000/NT 5,2
1-Apr-16,Windows NT,2
2-Apr-16,Windows 7,9547
2-Apr-16,Windows 10,5682
2-Apr-16,Windows 8.1,2184
2-Apr-16,Windows 8,326
2-Apr-16,Windows XP,306
2-Apr-16,Windows Vista,89
2-Apr-16,Windows Server 2003 and XP x64 Edition,25
3-Apr-16,Windows 7,13446
3-Apr-16,Windows 10,5739
3-Apr-16,Windows 8.1,2530
3-Apr-16,Windows 8,358
3-Apr-16,Windows XP,227
3-Apr-16,Windows Vista,89
3-Apr-16,Windows Server 2003 and XP x64 Edition,29
3-Apr-16,Windows NT,3
3-Apr-16,Windows 2000/NT 5,1
4-Apr-16,Windows 7,61145
4-Apr-16,Windows 10,11992
4-Apr-16,Windows 8.1,8573
4-Apr-16,Windows 8,844
4-Apr-16,Windows XP,709
4-Apr-16,Windows Vista,208
4-Apr-16,Windows Server 2003 and XP x64 Edition,91
4-Apr-16,Windows 2000/NT 5,2
4-Apr-16,Windows 3.x,1
4-Apr-16,Windows NT,1
5-Apr-16,Windows 7,65803
5-Apr-16,Windows 10,12691
5-Apr-16,Windows 8.1,9024
5-Apr-16,Windows 8,866
5-Apr-16,Windows XP,814
5-Apr-16,Windows Vista,218
5-Apr-16,Windows Server 2003 and XP x64 Edition,99
5-Apr-16,Windows 3.x,4
5-Apr-16,Windows 2000/NT 5,2
6-Apr-16,Windows 7,65522
6-Apr-16,Windows 10,12606
6-Apr-16,Windows 8.1,8739
6-Apr-16,Windows 8,897
6-Apr-16,Windows XP,790
6-Apr-16,Windows Vista,204
6-Apr-16,Windows Server 2003 and XP x64 Edition,102
6-Apr-16,Windows 2000/NT 5,1
6-Apr-16,Windows 3.x,1
6-Apr-16,Windows NT,1
7-Apr-16,Windows 7,65279
7-Apr-16,Windows 10,12504
7-Apr-16,Windows 8.1,8640
7-Apr-16,Windows 8,924
7-Apr-16,Windows XP,788
7-Apr-16,Windows Vista,232
7-Apr-16,Windows Server 2003 and XP x64 Edition,88
7-Apr-16,Windows 98,1
7-Apr-16,Windows NT,1
8-Apr-16,Windows 7,48985
8-Apr-16,Windows 10,10517
8-Apr-16,Windows 8.1,6581
8-Apr-16,Windows XP,646
8-Apr-16,Windows 8,644
8-Apr-16,Windows Vista,176
8-Apr-16,Windows Server 2003 and XP x64 Edition,69
8-Apr-16,Windows 3.x,3
8-Apr-16,Windows 98,2
8-Apr-16,Windows NT,2
9-Apr-16,Windows 7,9539
9-Apr-16,Windows 10,5373
9-Apr-16,Windows 8.1,2057
9-Apr-16,Windows 8,314
9-Apr-16,Windows XP,242
9-Apr-16,Windows Vista,83
9-Apr-16,Windows Server 2003 and XP x64 Edition,18
9-Apr-16,Windows 2000/NT 5,1
10-Apr-16,Windows 7,14802
10-Apr-16,Windows 10,5855
10-Apr-16,Windows 8.1,2711
10-Apr-16,Windows 8,315
10-Apr-16,Windows XP,259
10-Apr-16,Windows Vista,95
10-Apr-16,Windows Server 2003 and XP x64 Edition,29
10-Apr-16,Windows NT,2
10-Apr-16,Windows 2000/NT 5,1
11-Apr-16,Windows 7,64255
11-Apr-16,Windows 10,12589
11-Apr-16,Windows 8.1,8625
11-Apr-16,Windows 8,833
11-Apr-16,Windows XP,833
11-Apr-16,Windows Vista,211
11-Apr-16,Windows Server 2003 and XP x64 Edition,97
11-Apr-16,Windows 98,4
11-Apr-16,Windows 3.x,1
11-Apr-16,Windows NT,1
12-Apr-16,Windows 7,68186
12-Apr-16,Windows 10,12966
12-Apr-16,Windows 8.1,9105
12-Apr-16,Windows 8,915
12-Apr-16,Windows XP,864
12-Apr-16,Windows Vista,248
12-Apr-16,Windows Server 2003 and XP x64 Edition,112
12-Apr-16,Windows 3.x,2
12-Apr-16,Windows 2000/NT 5,1
12-Apr-16,Windows 98,1
13-Apr-16,Windows 7,69674
13-Apr-16,Windows 10,13231
13-Apr-16,Windows 8.1,9069
13-Apr-16,Windows 8,896
13-Apr-16,Windows XP,850
13-Apr-16,Windows Vista,281
13-Apr-16,Windows Server 2003 and XP x64 Edition,139
13-Apr-16,Windows NT,5
13-Apr-16,Windows 2000/NT 5,2
13-Apr-16,Windows 3.x,2
14-Apr-16,Windows 7,66505
14-Apr-16,Windows 10,12671
14-Apr-16,Windows 8.1,8798
14-Apr-16,Windows XP,807
14-Apr-16,Windows 8,767
14-Apr-16,Windows Vista,219
14-Apr-16,Windows Server 2003 and XP x64 Edition,100
14-Apr-16,Windows NT,5
14-Apr-16,Windows 2000/NT 5,2
14-Apr-16,Windows 98,1
15-Apr-16,Windows 7,51223
15-Apr-16,Windows 10,10761
15-Apr-16,Windows 8.1,6824
15-Apr-16,Windows XP,633
15-Apr-16,Windows 8,629
15-Apr-16,Windows Vista,171
15-Apr-16,Windows Server 2003 and XP x64 Edition,52
15-Apr-16,Windows NT,2
15-Apr-16,Windows 2000/NT 5,1
16-Apr-16,Windows 7,9491
16-Apr-16,Windows 10,5417
16-Apr-16,Windows 8.1,1981
16-Apr-16,Windows XP,275
16-Apr-16,Windows 8,267
16-Apr-16,Windows Vista,73
16-Apr-16,Windows Server 2003 and XP x64 Edition,20
16-Apr-16,Windows 3.x,2
17-Apr-16,Windows 7,14946
17-Apr-16,Windows 10,5984
17-Apr-16,Windows 8.1,2653
17-Apr-16,Windows 8,338
17-Apr-16,Windows XP,258
17-Apr-16,Windows Vista,101
17-Apr-16,Windows Server 2003 and XP x64 Edition,40
17-Apr-16,Windows 98,3
17-Apr-16,Windows 2000/NT 5,1
17-Apr-16,Windows NT,1
18-Apr-16,Windows 7,64713
18-Apr-16,Windows 10,12951
18-Apr-16,Windows 8.1,8517
18-Apr-16,Windows XP,909
18-Apr-16,Windows 8,888
18-Apr-16,Windows Vista,235
18-Apr-16,Windows Server 2003 and XP x64 Edition,85
18-Apr-16,Windows 2000/NT 5,3
18-Apr-16,Windows 3.x,1
18-Apr-16,Windows NT,1
19-Apr-16,Windows 7,68344
19-Apr-16,Windows 10,13538
19-Apr-16,Windows 8.1,8888
19-Apr-16,Windows XP,899
19-Apr-16,Windows 8,849
19-Apr-16,Windows Vista,242
19-Apr-16,Windows Server 2003 and XP x64 Edition,99
19-Apr-16,Windows 3.x,4
19-Apr-16,Windows 2000/NT 5,2
19-Apr-16,Windows NT,2
20-Apr-16,Windows 7,66395
20-Apr-16,Windows 10,13105
20-Apr-16,Windows 8.1,8916
20-Apr-16,Windows 8,830
20-Apr-16,Windows XP,812
20-Apr-16,Windows Vista,235
20-Apr-16,Windows Server 2003 and XP x64 Edition,108
20-Apr-16,Windows 3.x,5
20-Apr-16,Windows 2000/NT 5,1
20-Apr-16,Windows NT,1
21-Apr-16,Windows 7,65290
21-Apr-16,Windows 10,12829
21-Apr-16,Windows 8.1,8289
21-Apr-16,Windows 8,775
21-Apr-16,Windows XP,767
21-Apr-16,Windows Vista,252
21-Apr-16,Windows Server 2003 and XP x64 Edition,77
21-Apr-16,Windows 3.x,4
21-Apr-16,Windows 2000/NT 5,2
21-Apr-16,Windows NT,1
22-Apr-16,Windows 7,51857
22-Apr-16,Windows 10,10827
22-Apr-16,Windows 8.1,6866
22-Apr-16,Windows XP,717
22-Apr-16,Windows 8,646
22-Apr-16,Windows Vista,211
22-Apr-16,Windows Server 2003 and XP x64 Edition,79
22-Apr-16,Windows 2000/NT 5,1
22-Apr-16,Windows 3.x,1
22-Apr-16,Windows NT,1
23-Apr-16,Windows 7,9153
23-Apr-16,Windows 10,4973
23-Apr-16,Windows 8.1,1941
23-Apr-16,Windows 8,274
23-Apr-16,Windows XP,244
23-Apr-16,Windows Vista,69
23-Apr-16,Windows Server 2003 and XP x64 Edition,17
23-Apr-16,Windows 2000/NT 5,2
23-Apr-16,Windows 98,1
24-Apr-16,Windows 7,14162
24-Apr-16,Windows 10,6033
24-Apr-16,Windows 8.1,2528
24-Apr-16,Windows 8,355
24-Apr-16,Windows XP,253
24-Apr-16,Windows Vista,113
24-Apr-16,Windows Server 2003 and XP x64 Edition,26
24-Apr-16,Windows 3.x,3
24-Apr-16,Windows 2000/NT 5,2
24-Apr-16,Windows NT,1
25-Apr-16,Windows 7,63927
25-Apr-16,Windows 10,12879
25-Apr-16,Windows 8.1,8643
25-Apr-16,Windows XP,810
25-Apr-16,Windows 8,755
25-Apr-16,Windows Vista,229
25-Apr-16,Windows Server 2003 and XP x64 Edition,113
25-Apr-16,Windows 2000/NT 5,1
25-Apr-16,Windows NT,1
26-Apr-16,Windows 7,67768
26-Apr-16,Windows 10,13379
26-Apr-16,Windows 8.1,8925
26-Apr-16,Windows 8,825
26-Apr-16,Windows XP,800
26-Apr-16,Windows Vista,227
26-Apr-16,Windows Server 2003 and XP x64 Edition,84
26-Apr-16,Windows 2000/NT 5,3
26-Apr-16,Windows 3.x,3
26-Apr-16,Windows NT,2
27-Apr-16,Windows 7,65493
27-Apr-16,Windows 10,13276
27-Apr-16,Windows 8.1,8547
27-Apr-16,Windows 8,808
27-Apr-16,Windows XP,739
27-Apr-16,Windows Vista,220
27-Apr-16,Windows Server 2003 and XP x64 Edition,112
27-Apr-16,Windows NT,7
27-Apr-16,Windows 2000/NT 5,1
27-Apr-16,Windows 3.x,1
28-Apr-16,Windows 7,61149
28-Apr-16,Windows 10,12744
28-Apr-16,Windows 8.1,8155
28-Apr-16,Windows 8,782
28-Apr-16,Windows XP,777
28-Apr-16,Windows Vista,189
28-Apr-16,Windows Server 2003 and XP x64 Edition,72
28-Apr-16,Windows 3.x,3
28-Apr-16,Windows 2000/NT 5,2
28-Apr-16,Windows NT,1
29-Apr-16,Windows 7,44231
29-Apr-16,Windows 10,10673
29-Apr-16,Windows 8.1,6014
29-Apr-16,Windows 8,643
29-Apr-16,Windows XP,565
29-Apr-16,Windows Vista,144
29-Apr-16,Windows Server 2003 and XP x64 Edition,79
29-Apr-16,Windows NT,7
29-Apr-16,Windows 2000/NT 5,1
30-Apr-16,Windows 7,8587
30-Apr-16,Windows 10,5005
30-Apr-16,Windows 8.1,1836
30-Apr-16,Windows 8,278
30-Apr-16,Windows XP,247
30-Apr-16,Windows Vista,70
30-Apr-16,Windows Server 2003 and XP x64 Edition,16
30-Apr-16,Windows 2000/NT 5,1
30-Apr-16,Windows NT,1
1-May-16,Windows 7,11109
1-May-16,Windows 10,5409
1-May-16,Windows 8.1,2257
1-May-16,Windows 8,256
1-May-16,Windows XP,200
1-May-16,Windows Vista,71
1-May-16,Windows Server 2003 and XP x64 Edition,18
1-May-16,Windows 3.x,2
1-May-16,Windows 98,1
1-May-16,Windows NT,1
2-May-16,Windows 7,49743
2-May-16,Windows 10,11364
2-May-16,Windows 8.1,6724
2-May-16,Windows 8,644
2-May-16,Windows XP,601
2-May-16,Windows Vista,146
2-May-16,Windows Server 2003 and XP x64 Edition,58
2-May-16,Windows NT,9
2-May-16,Windows 2000/NT 5,1
3-May-16,Windows 7,55693
3-May-16,Windows 10,12845
3-May-16,Windows 8.1,7415
3-May-16,Windows 8,795
3-May-16,Windows XP,692
3-May-16,Windows Vista,186
3-May-16,Windows Server 2003 and XP x64 Edition,100
3-May-16,Windows NT,12
3-May-16,Windows 3.x,1
4-May-16,Windows 7,57576
4-May-16,Windows 10,13314
4-May-16,Windows 8.1,7710
4-May-16,Windows XP,758
4-May-16,Windows 8,753
4-May-16,Windows Vista,169
4-May-16,Windows Server 2003 and XP x64 Edition,67
4-May-16,Windows NT,3
4-May-16,Windows 2000/NT 5,2
5-May-16,Windows 7,50747
5-May-16,Windows 10,12300
5-May-16,Windows 8.1,7031
5-May-16,Windows XP,641
5-May-16,Windows 8,623
5-May-16,Windows Vista,152
5-May-16,Windows Server 2003 and XP x64 Edition,87
5-May-16,Windows 2000/NT 5,1
5-May-16,Windows 3.x,1
5-May-16,Windows 98,1
6-May-16,Windows 7,45988
6-May-16,Windows 10,10978
6-May-16,Windows 8.1,6428
6-May-16,Windows 8,616
6-May-16,Windows XP,592
6-May-16,Windows Vista,166
6-May-16,Windows Server 2003 and XP x64 Edition,43
6-May-16,Windows NT,2
6-May-16,Windows 2000/NT 5,1
6-May-16,Windows 9x/NT,1
7-May-16,Windows 7,9000
7-May-16,Windows 10,5123
7-May-16,Windows 8.1,1825
7-May-16,Windows 8,304
7-May-16,Windows XP,213
7-May-16,Windows Vista,73
7-May-16,Windows Server 2003 and XP x64 Edition,20
7-May-16,Windows 3.x,2
7-May-16,Windows NT,2
8-May-16,Windows 7,14876
8-May-16,Windows 10,5986
8-May-16,Windows 8.1,2601
8-May-16,Windows 8,304
8-May-16,Windows XP,228
8-May-16,Windows Vista,91
8-May-16,Windows Server 2003 and XP x64 Edition,26
8-May-16,Windows 3.x,2
8-May-16,Windows 2000/NT 5,1
8-May-16,Windows 9x/NT,1
9-May-16,Windows 7,66274
9-May-16,Windows 10,13706
9-May-16,Windows 8.1,8600
9-May-16,Windows 8,762
9-May-16,Windows XP,710
9-May-16,Windows Vista,209
9-May-16,Windows Server 2003 and XP x64 Edition,75
9-May-16,Windows NT,7
9-May-16,Windows 2000/NT 5,3
9-May-16,Windows 3.x,1
10-May-16,Windows 7,70811
10-May-16,Windows 10,14662
10-May-16,Windows 8.1,8744
10-May-16,Windows 8,795
10-May-16,Windows XP,755
10-May-16,Windows Vista,264
