Date,OS,Visits
13-Mar-16,Windows 8,2
13-Mar-16,Windows Vista,1
14-Mar-16,Windows 7,648
14-Mar-16,Windows 10,161
14-Mar-16,Windows 8.1,147
14-Mar-16,Windows 8,13
14-Mar-16,Windows XP,3
14-Mar-16,Windows Vista,1
15-Mar-16,Windows 7,621
15-Mar-16,Windows 10,163
15-Mar-16,Windows 8.1,150
15-Mar-16,Windows 8,9
15-Mar-16,Windows XP,3
16-Mar-16,Windows 7,585
16-Mar-16,Windows 10,160
16-Mar-16,Windows 8.1,146
16-Mar-16,Windows 8,11
16-Mar-16,Windows XP,8
16-Mar-16,Windows Vista,1
17-Mar-16,Windows 7,544
17-Mar-16,Windows 8.1,145
17-Mar-16,Windows 10,142
17-Mar-16,Windows 8,20
17-Mar-16,Windows XP,11
17-Mar-16,Windows Vista,2
18-Mar-16,Windows 7,493
18-Mar-16,Windows 10,145
18-Mar-16,Windows 8.1,119
18-Mar-16,Windows 8,13
18-Mar-16,Windows XP,5
18-Mar-16,Windows Vista,1
19-Mar-16,Windows 7,97
19-Mar-16,Windows 10,33
19-Mar-16,Windows 8.1,19
19-Mar-16,Windows XP,9
19-Mar-16,Windows 8,3
19-Mar-16,Windows Vista,3
20-Mar-16,Windows 7,135
20-Mar-16,Windows 10,41
20-Mar-16,Windows 8.1,39
20-Mar-16,Windows 8,4
20-Mar-16,Windows XP,4
20-Mar-16,Windows Vista,1
21-Mar-16,Windows 7,581
21-Mar-16,Windows 10,140
21-Mar-16,Windows 8.1,123
21-Mar-16,Windows 8,12
21-Mar-16,Windows XP,5
22-Mar-16,Windows 7,567
22-Mar-16,Windows 8.1,146
22-Mar-16,Windows 10,143
22-Mar-16,Windows 8,11
22-Mar-16,Windows XP,5
22-Mar-16,Windows Vista,1
23-Mar-16,Windows 7,594
23-Mar-16,Windows 8.1,171
23-Mar-16,Windows 10,161
23-Mar-16,Windows 8,10
23-Mar-16,Windows XP,6
23-Mar-16,Windows Vista,3
24-Mar-16,Windows 7,452
24-Mar-16,Windows 10,110
24-Mar-16,Windows 8.1,93
24-Mar-16,Windows 8,12
24-Mar-16,Windows XP,8
24-Mar-16,Windows Vista,5
25-Mar-16,Windows 7,244
25-Mar-16,Windows 10,86
25-Mar-16,Windows 8.1,51
25-Mar-16,Windows 8,3
25-Mar-16,Windows XP,3
25-Mar-16,Windows Vista,2
26-Mar-16,Windows 7,94
26-Mar-16,Windows 10,48
26-Mar-16,Windows 8.1,11
26-Mar-16,Windows XP,5
26-Mar-16,Windows 8,3
26-Mar-16,Windows Vista,2
27-Mar-16,Windows 7,129
27-Mar-16,Windows 10,80
27-Mar-16,Windows 8.1,24
27-Mar-16,Windows XP,10
27-Mar-16,Windows 8,1
28-Mar-16,Windows 7,460
28-Mar-16,Windows 10,124
28-Mar-16,Windows 8.1,102
28-Mar-16,Windows 8,11
28-Mar-16,Windows XP,6
28-Mar-16,Windows Vista,2
28-Mar-16,Windows Server 2003 and XP x64 Edition,1
29-Mar-16,Windows 7,614
29-Mar-16,Windows 10,194
29-Mar-16,Windows 8.1,142
29-Mar-16,Windows 8,10
29-Mar-16,Windows XP,5
30-Mar-16,Windows 7,600
30-Mar-16,Windows 10,177
30-Mar-16,Windows 8.1,158
30-Mar-16,Windows 8,5
30-Mar-16,Windows XP,5
30-Mar-16,Windows Vista,1
31-Mar-16,Windows 7,536
31-Mar-16,Windows 10,166
31-Mar-16,Windows 8.1,138
31-Mar-16,Windows 8,17
31-Mar-16,Windows XP,4
31-Mar-16,Windows Vista,1
1-Apr-16,Windows 7,616
1-Apr-16,Windows 10,195
1-Apr-16,Windows 8.1,147
1-Apr-16,Windows 8,17
1-Apr-16,Windows XP,11
1-Apr-16,Windows Server 2003 and XP x64 Edition,3
1-Apr-16,Windows Vista,3
2-Apr-16,Windows 7,121
2-Apr-16,Windows 10,51
2-Apr-16,Windows 8.1,23
2-Apr-16,Windows 8,3
3-Apr-16,Windows 7,191
3-Apr-16,Windows 10,81
3-Apr-16,Windows 8.1,48
3-Apr-16,Windows 8,8
3-Apr-16,Windows Vista,2
3-Apr-16,Windows XP,1
4-Apr-16,Windows 7,687
4-Apr-16,Windows 8.1,235
4-Apr-16,Windows 10,213
4-Apr-16,Windows 8,19
4-Apr-16,Windows XP,4
5-Apr-16,Windows 7,675
5-Apr-16,Windows 10,185
5-Apr-16,Windows 8.1,181
5-Apr-16,Windows 8,13
5-Apr-16,Windows XP,2
6-Apr-16,Windows 7,572
6-Apr-16,Windows 10,207
6-Apr-16,Windows 8.1,160
6-Apr-16,Windows 8,36
6-Apr-16,Windows XP,9
7-Apr-16,Windows 7,572
7-Apr-16,Windows 10,178
7-Apr-16,Windows 8.1,143
7-Apr-16,Windows 8,12
7-Apr-16,Windows XP,5
7-Apr-16,Windows Vista,2
8-Apr-16,Windows 7,499
8-Apr-16,Windows 10,149
8-Apr-16,Windows 8.1,122
8-Apr-16,Windows 8,10
8-Apr-16,Windows XP,6
8-Apr-16,Windows Vista,5
9-Apr-16,Windows 7,105
9-Apr-16,Windows 10,33
9-Apr-16,Windows 8.1,29
9-Apr-16,Windows 8,2
9-Apr-16,Windows Vista,2
9-Apr-16,Windows XP,2
10-Apr-16,Windows 7,142
10-Apr-16,Windows 10,51
10-Apr-16,Windows 8.1,36
10-Apr-16,Windows XP,6
10-Apr-16,Windows 8,1
11-Apr-16,Windows 7,565
11-Apr-16,Windows 10,172
11-Apr-16,Windows 8.1,164
11-Apr-16,Windows 8,17
11-Apr-16,Windows XP,10
11-Apr-16,Windows Vista,3
11-Apr-16,Windows Server 2003 and XP x64 Edition,1
12-Apr-16,Windows 7,613
12-Apr-16,Windows 10,170
12-Apr-16,Windows 8.1,138
12-Apr-16,Windows 8,16
12-Apr-16,Windows XP,8
12-Apr-16,Windows Vista,1
13-Apr-16,Windows 7,670
13-Apr-16,Windows 10,165
13-Apr-16,Windows 8.1,138
13-Apr-16,Windows 8,13
13-Apr-16,Windows XP,3
13-Apr-16,Windows Vista,2
14-Apr-16,Windows 7,632
14-Apr-16,Windows 10,165
14-Apr-16,Windows 8.1,122
14-Apr-16,Windows 8,15
14-Apr-16,Windows XP,5
14-Apr-16,Windows Vista,1
15-Apr-16,Windows 7,489
15-Apr-16,Windows 10,144
15-Apr-16,Windows 8.1,116
15-Apr-16,Windows 8,12
15-Apr-16,Windows XP,4
16-Apr-16,Windows 7,84
16-Apr-16,Windows 10,29
16-Apr-16,Windows 8.1,24
16-Apr-16,Windows Vista,2
16-Apr-16,Windows XP,1
17-Apr-16,Windows 7,142
17-Apr-16,Windows 10,48
17-Apr-16,Windows 8.1,34
17-Apr-16,Windows 8,1
17-Apr-16,Windows Vista,1
17-Apr-16,Windows XP,1
18-Apr-16,Windows 7,602
18-Apr-16,Windows 10,216
18-Apr-16,Windows 8.1,174
18-Apr-16,Windows XP,14
18-Apr-16,Windows 8,11
18-Apr-16,Windows Vista,3
19-Apr-16,Windows 7,685
19-Apr-16,Windows 10,213
19-Apr-16,Windows 8.1,161
19-Apr-16,Windows 8,19
19-Apr-16,Windows XP,6
19-Apr-16,Windows Vista,1
20-Apr-16,Windows 7,624
20-Apr-16,Windows 10,187
20-Apr-16,Windows 8.1,148
20-Apr-16,Windows 8,13
20-Apr-16,Windows XP,6
20-Apr-16,Windows Vista,3
20-Apr-16,Windows Server 2003 and XP x64 Edition,1
21-Apr-16,Windows 7,616
21-Apr-16,Windows 10,221
21-Apr-16,Windows 8.1,110
21-Apr-16,Windows 8,18
21-Apr-16,Windows XP,5
21-Apr-16,Windows Vista,2
22-Apr-16,Windows 7,435
22-Apr-16,Windows 10,161
22-Apr-16,Windows 8.1,130
22-Apr-16,Windows 8,12
22-Apr-16,Windows XP,6
22-Apr-16,Windows Vista,4
23-Apr-16,Windows 7,51
23-Apr-16,Windows 10,37
23-Apr-16,Windows 8.1,17
23-Apr-16,Windows 8,1
23-Apr-16,Windows XP,1
24-Apr-16,Windows 7,111
24-Apr-16,Windows 10,48
24-Apr-16,Windows 8.1,32
24-Apr-16,Windows 8,4
24-Apr-16,Windows XP,1
25-Apr-16,Windows 7,589
25-Apr-16,Windows 10,208
25-Apr-16,Windows 8.1,197
25-Apr-16,Windows 8,13
25-Apr-16,Windows Vista,5
25-Apr-16,Windows XP,4
26-Apr-16,Windows 7,587
26-Apr-16,Windows 10,239
26-Apr-16,Windows 8.1,169
26-Apr-16,Windows 8,22
26-Apr-16,Windows Vista,5
26-Apr-16,Windows XP,2
27-Apr-16,Windows 7,623
27-Apr-16,Windows 10,203
27-Apr-16,Windows 8.1,182
27-Apr-16,Windows 8,12
27-Apr-16,Windows XP,4
27-Apr-16,Windows Vista,2
28-Apr-16,Windows 7,739
28-Apr-16,Windows 10,211
28-Apr-16,Windows 8.1,182
28-Apr-16,Windows 8,17
28-Apr-16,Windows XP,7
28-Apr-16,Windows Vista,2
29-Apr-16,Windows 7,502
29-Apr-16,Windows 10,149
29-Apr-16,Windows 8.1,125
29-Apr-16,Windows 8,17
29-Apr-16,Windows XP,10
29-Apr-16,Windows Vista,1
30-Apr-16,Windows 7,81
30-Apr-16,Windows 10,29
30-Apr-16,Windows 8.1,19
30-Apr-16,Windows 8,7
30-Apr-16,Windows XP,1
1-May-16,Windows 7,95
1-May-16,Windows 10,55
1-May-16,Windows 8.1,28
1-May-16,Windows 8,4
1-May-16,Windows XP,1
2-May-16,Windows 7,603
2-May-16,Windows 10,233
2-May-16,Windows 8.1,180
2-May-16,Windows 8,15
2-May-16,Windows XP,11
2-May-16,Windows Vista,2
3-May-16,Windows 7,622
3-May-16,Windows 10,242
3-May-16,Windows 8.1,169
3-May-16,Windows 8,18
3-May-16,Windows XP,7
3-May-16,Windows Vista,1
4-May-16,Windows 7,608
4-May-16,Windows 10,230
4-May-16,Windows 8.1,174
4-May-16,Windows 8,15
4-May-16,Windows Vista,1
4-May-16,Windows XP,1
5-May-16,Windows 7,515
5-May-16,Windows 10,205
5-May-16,Windows 8.1,167
5-May-16,Windows 8,13
5-May-16,Windows Vista,3
5-May-16,Windows XP,3
6-May-16,Windows 7,498
6-May-16,Windows 10,170
6-May-16,Windows 8.1,141
6-May-16,Windows 8,12
6-May-16,Windows XP,3
6-May-16,Windows Vista,1
7-May-16,Windows 7,117
7-May-16,Windows 10,44
7-May-16,Windows 8.1,23
7-May-16,Windows 8,3
7-May-16,Windows XP,2
7-May-16,Windows Vista,1
8-May-16,Windows 7,176
8-May-16,Windows 10,72
8-May-16,Windows 8.1,33
8-May-16,Windows 8,5
8-May-16,Windows XP,1
8-May-16,Windows 9x/NT,1
9-May-16,Windows 7,651
9-May-16,Windows 10,235
9-May-16,Windows 8.1,162
9-May-16,Windows 8,10
9-May-16,Windows Vista,3
9-May-16,Windows XP,1
9-May-16,Windows 3.x,1
10-May-16,Windows 7,673
10-May-16,Windows 10,285
10-May-16,Windows 8.1,156
10-May-16,Windows 8,15
10-May-16,Windows Vista,5
10-May-16,Windows XP,4
11-May-16,Windows 7,628
11-May-16,Windows 10,264
11-May-16,Windows 8.1,159
11-May-16,Windows 8,9
11-May-16,Windows XP,4
11-May-16,Windows Vista,1
12-May-16,Windows 7,627
12-May-16,Windows 10,275
12-May-16,Windows 8.1,161
12-May-16,Windows XP,9
12-May-16,Windows 8,8
12-May-16,Windows Vista,2
12-May-16,Windows Server 2003 and XP x64 Edition,1
13-May-16,Windows 7,539
13-May-16,Windows 10,225
13-May-16,Windows 8.1,127
13-May-16,Windows XP,7
13-May-16,Windows 8,6
13-May-16,Windows Vista,1
14-May-16,Windows 7,107
14-May-16,Windows 10,44
14-May-16,Windows 8.1,15
14-May-16,Windows 8,3
14-May-16,Windows XP,2
14-May-16,Windows Vista,1
15-May-16,Windows 7,172
15-May-16,Windows 10,66
15-May-16,Windows 8.1,22
15-May-16,Windows XP,3
15-May-16,Windows Vista,2
15-May-16,Windows 8,1
16-May-16,Windows 7,568
16-May-16,Windows 10,224
16-May-16,Windows 8.1,191
16-May-16,Windows 8,16
16-May-16,Windows XP,10
17-May-16,Windows 7,736
17-May-16,Windows 10,271
17-May-16,Windows 8.1,194
17-May-16,Windows 8,17
17-May-16,Windows XP,10
17-May-16,Windows Vista,2
18-May-16,Windows 7,667
18-May-16,Windows 10,263
18-May-16,Windows 8.1,179
18-May-16,Windows 8,20
18-May-16,Windows XP,7
18-May-16,Windows Vista,3
