Date,Operating System Types,Visits
9-Mar-16,UNIX,1
10-Mar-16,Microsoft Windows,988
10-Mar-16,Apple Macintosh,138
10-Mar-16,GNU/Linux,121
10-Mar-16,Google Android,11
10-Mar-16,Apple iOS,10
10-Mar-16,Chrome OS,1
10-Mar-16,UNIX,1
10-Mar-16,Microsoft Windows Phone/Mobile,1
10-Mar-16,Blackberry,1
11-Mar-16,Microsoft Windows,820
11-Mar-16,Apple Macintosh,137
11-Mar-16,GNU/Linux,96
11-Mar-16,Apple iOS,12
11-Mar-16,Google Android,7
11-Mar-16,UNIX,2
11-Mar-16,Chrome OS,1
12-Mar-16,Microsoft Windows,157
12-Mar-16,Apple Macintosh,28
12-Mar-16,GNU/Linux,23
12-Mar-16,Google Android,7
12-Mar-16,Apple iOS,4
13-Mar-16,Microsoft Windows,259
13-Mar-16,Apple Macintosh,49
13-Mar-16,GNU/Linux,38
13-Mar-16,Google Android,10
13-Mar-16,Apple iOS,6
13-Mar-16,Chrome OS,2
13-Mar-16,Microsoft Windows Phone/Mobile,2
14-Mar-16,Microsoft Windows,973
14-Mar-16,Apple Macintosh,157
14-Mar-16,GNU/Linux,124
14-Mar-16,Google Android,9
14-Mar-16,Apple iOS,8
14-Mar-16,Chrome OS,2
14-Mar-16,Other,1
15-Mar-16,Microsoft Windows,946
15-Mar-16,Apple Macintosh,129
15-Mar-16,GNU/Linux,98
15-Mar-16,Apple iOS,16
15-Mar-16,Google Android,7
16-Mar-16,Microsoft Windows,911
16-Mar-16,Apple Macintosh,136
16-Mar-16,GNU/Linux,130
16-Mar-16,Apple iOS,21
16-Mar-16,Google Android,12
16-Mar-16,Microsoft Windows Phone/Mobile,2
17-Mar-16,Microsoft Windows,864
17-Mar-16,Apple Macintosh,132
17-Mar-16,GNU/Linux,95
17-Mar-16,Google Android,9
17-Mar-16,Apple iOS,7
17-Mar-16,Microsoft Windows Phone/Mobile,1
18-Mar-16,Microsoft Windows,776
18-Mar-16,Apple Macintosh,99
18-Mar-16,GNU/Linux,97
18-Mar-16,Google Android,12
18-Mar-16,Apple iOS,8
18-Mar-16,Chrome OS,1
19-Mar-16,Microsoft Windows,164
19-Mar-16,Apple Macintosh,22
19-Mar-16,GNU/Linux,22
19-Mar-16,Google Android,13
19-Mar-16,Apple iOS,5
19-Mar-16,Microsoft Windows Phone/Mobile,1
20-Mar-16,Microsoft Windows,224
20-Mar-16,Apple Macintosh,37
20-Mar-16,GNU/Linux,23
20-Mar-16,Google Android,11
20-Mar-16,Apple iOS,5
21-Mar-16,Microsoft Windows,861
21-Mar-16,Apple Macintosh,126
21-Mar-16,GNU/Linux,103
21-Mar-16,Google Android,18
21-Mar-16,Apple iOS,8
21-Mar-16,Chrome OS,2
22-Mar-16,Microsoft Windows,873
22-Mar-16,Apple Macintosh,125
22-Mar-16,GNU/Linux,91
22-Mar-16,Google Android,9
22-Mar-16,Apple iOS,8
23-Mar-16,Microsoft Windows,945
23-Mar-16,Apple Macintosh,195
23-Mar-16,GNU/Linux,103
23-Mar-16,Google Android,15
23-Mar-16,Apple iOS,12
23-Mar-16,Chrome OS,1
24-Mar-16,Microsoft Windows,680
24-Mar-16,Apple Macintosh,129
24-Mar-16,GNU/Linux,78
24-Mar-16,Google Android,18
24-Mar-16,Apple iOS,13
24-Mar-16,Chrome OS,1
25-Mar-16,Microsoft Windows,389
25-Mar-16,Apple Macintosh,70
25-Mar-16,GNU/Linux,31
25-Mar-16,Google Android,10
25-Mar-16,Apple iOS,4
25-Mar-16,Chrome OS,1
25-Mar-16,Microsoft Windows Phone/Mobile,1
26-Mar-16,Microsoft Windows,163
26-Mar-16,Apple Macintosh,22
26-Mar-16,GNU/Linux,21
26-Mar-16,Google Android,8
26-Mar-16,Apple iOS,3
27-Mar-16,Microsoft Windows,244
27-Mar-16,Apple Macintosh,40
27-Mar-16,GNU/Linux,25
27-Mar-16,Google Android,6
27-Mar-16,Apple iOS,6
27-Mar-16,Nokia,1
28-Mar-16,Microsoft Windows,706
28-Mar-16,Apple Macintosh,125
28-Mar-16,GNU/Linux,72
28-Mar-16,Google Android,5
28-Mar-16,Apple iOS,3
28-Mar-16,Chrome OS,1
29-Mar-16,Microsoft Windows,965
29-Mar-16,Apple Macintosh,144
29-Mar-16,GNU/Linux,118
29-Mar-16,Google Android,6
29-Mar-16,Apple iOS,6
29-Mar-16,Chrome OS,1
29-Mar-16,Blackberry,1
30-Mar-16,Microsoft Windows,946
30-Mar-16,GNU/Linux,143
30-Mar-16,Apple Macintosh,135
30-Mar-16,Google Android,12
30-Mar-16,Apple iOS,8
31-Mar-16,Microsoft Windows,862
31-Mar-16,Apple Macintosh,158
31-Mar-16,GNU/Linux,115
31-Mar-16,Apple iOS,11
31-Mar-16,Google Android,7
31-Mar-16,UNIX,1
1-Apr-16,Microsoft Windows,992
1-Apr-16,Apple Macintosh,162
1-Apr-16,GNU/Linux,147
1-Apr-16,Apple iOS,21
1-Apr-16,Google Android,7
1-Apr-16,UNIX,2
1-Apr-16,Microsoft Windows Phone/Mobile,1
2-Apr-16,Microsoft Windows,198
2-Apr-16,GNU/Linux,53
2-Apr-16,Apple Macintosh,51
2-Apr-16,Apple iOS,12
2-Apr-16,Google Android,9
2-Apr-16,Chrome OS,1
3-Apr-16,Microsoft Windows,331
3-Apr-16,GNU/Linux,43
3-Apr-16,Apple Macintosh,37
3-Apr-16,Google Android,18
3-Apr-16,Apple iOS,12
3-Apr-16,Chrome OS,1
3-Apr-16,Blackberry,1
4-Apr-16,Microsoft Windows,1158
4-Apr-16,Apple Macintosh,180
4-Apr-16,GNU/Linux,130
4-Apr-16,Apple iOS,17
4-Apr-16,Google Android,16
4-Apr-16,Chrome OS,2
5-Apr-16,Microsoft Windows,1056
5-Apr-16,Apple Macintosh,171
5-Apr-16,GNU/Linux,135
5-Apr-16,Apple iOS,18
5-Apr-16,Google Android,15
6-Apr-16,Microsoft Windows,984
6-Apr-16,Apple Macintosh,178
6-Apr-16,GNU/Linux,166
6-Apr-16,Google Android,16
6-Apr-16,Apple iOS,10
7-Apr-16,Microsoft Windows,912
7-Apr-16,GNU/Linux,125
7-Apr-16,Apple Macintosh,120
7-Apr-16,Apple iOS,20
7-Apr-16,Google Android,14
7-Apr-16,Chrome OS,1
7-Apr-16,Microsoft Windows Phone/Mobile,1
8-Apr-16,Microsoft Windows,791
8-Apr-16,Apple Macintosh,145
8-Apr-16,GNU/Linux,105
8-Apr-16,Google Android,11
8-Apr-16,Apple iOS,9
8-Apr-16,Microsoft Windows Phone/Mobile,1
9-Apr-16,Microsoft Windows,173
9-Apr-16,GNU/Linux,35
9-Apr-16,Apple Macintosh,31
9-Apr-16,Google Android,12
9-Apr-16,Apple iOS,7
9-Apr-16,Chrome OS,1
10-Apr-16,Microsoft Windows,236
10-Apr-16,Apple Macintosh,45
10-Apr-16,GNU/Linux,28
10-Apr-16,Google Android,9
10-Apr-16,Apple iOS,9
11-Apr-16,Microsoft Windows,932
11-Apr-16,Apple Macintosh,186
11-Apr-16,GNU/Linux,137
11-Apr-16,Apple iOS,11
11-Apr-16,Google Android,9
11-Apr-16,Chrome OS,2
11-Apr-16,Other,1
12-Apr-16,Microsoft Windows,946
12-Apr-16,Apple Macintosh,169
12-Apr-16,GNU/Linux,121
12-Apr-16,Apple iOS,28
12-Apr-16,Google Android,11
12-Apr-16,Chrome OS,5
12-Apr-16,Nokia,1
13-Apr-16,Microsoft Windows,991
13-Apr-16,Apple Macintosh,150
13-Apr-16,GNU/Linux,100
13-Apr-16,Apple iOS,22
13-Apr-16,Google Android,17
13-Apr-16,Chrome OS,9
14-Apr-16,Microsoft Windows,940
14-Apr-16,Apple Macintosh,138
14-Apr-16,GNU/Linux,116
14-Apr-16,Google Android,11
14-Apr-16,Apple iOS,5
14-Apr-16,Chrome OS,2
15-Apr-16,Microsoft Windows,765
15-Apr-16,Apple Macintosh,144
15-Apr-16,GNU/Linux,101
15-Apr-16,Google Android,10
15-Apr-16,Apple iOS,10
15-Apr-16,Chrome OS,3
15-Apr-16,Microsoft Windows Phone/Mobile,1
16-Apr-16,Microsoft Windows,140
16-Apr-16,Apple Macintosh,30
16-Apr-16,GNU/Linux,27
16-Apr-16,Apple iOS,12
16-Apr-16,Google Android,5
16-Apr-16,Chrome OS,1
17-Apr-16,Microsoft Windows,227
17-Apr-16,Apple Macintosh,54
17-Apr-16,GNU/Linux,25
17-Apr-16,Apple iOS,14
17-Apr-16,Google Android,3
17-Apr-16,Chrome OS,1
18-Apr-16,Microsoft Windows,1020
18-Apr-16,Apple Macintosh,208
18-Apr-16,GNU/Linux,127
18-Apr-16,Google Android,10
18-Apr-16,Apple iOS,10
18-Apr-16,Chrome OS,1
19-Apr-16,Microsoft Windows,1085
19-Apr-16,Apple Macintosh,173
19-Apr-16,GNU/Linux,150
19-Apr-16,Apple iOS,16
19-Apr-16,Google Android,10
19-Apr-16,Chrome OS,2
19-Apr-16,Nokia,1
19-Apr-16,Microsoft Windows Phone/Mobile,1
20-Apr-16,Microsoft Windows,982
20-Apr-16,Apple Macintosh,194
20-Apr-16,GNU/Linux,132
20-Apr-16,Apple iOS,20
20-Apr-16,Google Android,14
20-Apr-16,Chrome OS,2
21-Apr-16,Microsoft Windows,972
21-Apr-16,Apple Macintosh,203
21-Apr-16,GNU/Linux,134
21-Apr-16,Apple iOS,18
21-Apr-16,Google Android,16
21-Apr-16,Chrome OS,1
22-Apr-16,Microsoft Windows,748
22-Apr-16,Apple Macintosh,197
22-Apr-16,GNU/Linux,99
22-Apr-16,Google Android,16
22-Apr-16,Apple iOS,16
22-Apr-16,UNIX,1
23-Apr-16,Microsoft Windows,107
23-Apr-16,Apple Macintosh,28
23-Apr-16,GNU/Linux,19
23-Apr-16,Google Android,6
23-Apr-16,Apple iOS,6
24-Apr-16,Microsoft Windows,196
24-Apr-16,Apple Macintosh,60
24-Apr-16,GNU/Linux,30
24-Apr-16,Google Android,13
24-Apr-16,Apple iOS,3
25-Apr-16,Microsoft Windows,1016
25-Apr-16,Apple Macintosh,210
25-Apr-16,GNU/Linux,140
25-Apr-16,Google Android,19
25-Apr-16,Apple iOS,11
26-Apr-16,Microsoft Windows,1024
26-Apr-16,Apple Macintosh,179
26-Apr-16,GNU/Linux,146
26-Apr-16,Apple iOS,19
26-Apr-16,Google Android,9
26-Apr-16,Nokia,1
27-Apr-16,Microsoft Windows,1026
27-Apr-16,Apple Macintosh,203
27-Apr-16,GNU/Linux,136
27-Apr-16,Apple iOS,14
27-Apr-16,Google Android,13
27-Apr-16,Chrome OS,1
28-Apr-16,Microsoft Windows,1158
28-Apr-16,Apple Macintosh,188
28-Apr-16,GNU/Linux,144
28-Apr-16,Google Android,16
28-Apr-16,Apple iOS,13
29-Apr-16,Microsoft Windows,804
29-Apr-16,Apple Macintosh,147
29-Apr-16,GNU/Linux,89
29-Apr-16,Google Android,8
29-Apr-16,Apple iOS,6
29-Apr-16,Chrome OS,2
29-Apr-16,Blackberry,1
30-Apr-16,Microsoft Windows,137
30-Apr-16,GNU/Linux,23
30-Apr-16,Apple Macintosh,17
30-Apr-16,Google Android,8
30-Apr-16,Apple iOS,8
1-May-16,Microsoft Windows,183
1-May-16,Apple Macintosh,50
1-May-16,Google Android,11
1-May-16,GNU/Linux,11
1-May-16,Apple iOS,10
1-May-16,Chrome OS,1
1-May-16,Blackberry,1
2-May-16,Microsoft Windows,1044
2-May-16,Apple Macintosh,163
2-May-16,GNU/Linux,124
2-May-16,Apple iOS,20
2-May-16,Google Android,11
2-May-16,Microsoft Windows Phone/Mobile,1
3-May-16,Microsoft Windows,1059
3-May-16,Apple Macintosh,170
3-May-16,GNU/Linux,130
3-May-16,Google Android,24
3-May-16,Apple iOS,9
3-May-16,Chrome OS,2
3-May-16,UNIX,2
4-May-16,Microsoft Windows,1029
4-May-16,Apple Macintosh,142
4-May-16,GNU/Linux,134
4-May-16,Google Android,18
4-May-16,Apple iOS,13
4-May-16,Chrome OS,2
4-May-16,Blackberry,1
5-May-16,Microsoft Windows,906
5-May-16,Apple Macintosh,162
5-May-16,GNU/Linux,111
5-May-16,Apple iOS,10
5-May-16,Google Android,9
5-May-16,Chrome OS,2
5-May-16,Nokia,1
6-May-16,Microsoft Windows,825
6-May-16,Apple Macintosh,169
6-May-16,GNU/Linux,116
6-May-16,Apple iOS,11
6-May-16,Google Android,8
6-May-16,UNIX,2
7-May-16,Microsoft Windows,190
7-May-16,Apple Macintosh,29
7-May-16,GNU/Linux,28
7-May-16,Apple iOS,8
7-May-16,Google Android,4
7-May-16,Chrome OS,3
7-May-16,Microsoft Windows Phone/Mobile,1
8-May-16,Microsoft Windows,288
8-May-16,Apple Macintosh,43
8-May-16,GNU/Linux,34
8-May-16,Google Android,6
8-May-16,Apple iOS,3
8-May-16,Nokia,1
8-May-16,Microsoft Windows Phone/Mobile,1
9-May-16,Microsoft Windows,1063
9-May-16,Apple Macintosh,187
9-May-16,GNU/Linux,163
9-May-16,Google Android,7
9-May-16,Apple iOS,4
9-May-16,UNIX,2
9-May-16,Chrome OS,1
9-May-16,Microsoft Windows Phone/Mobile,1
9-May-16,Blackberry,1
10-May-16,Microsoft Windows,1138
10-May-16,Apple Macintosh,181
10-May-16,GNU/Linux,173
10-May-16,Apple iOS,15
10-May-16,Google Android,13
10-May-16,Chrome OS,2
10-May-16,Blackberry,1
11-May-16,Microsoft Windows,1065
11-May-16,Apple Macintosh,184
11-May-16,GNU/Linux,163
11-May-16,Apple iOS,14
11-May-16,Google Android,9
11-May-16,Chrome OS,2
12-May-16,Microsoft Windows,1083
12-May-16,GNU/Linux,176
12-May-16,Apple Macintosh,170
12-May-16,Apple iOS,14
12-May-16,Google Android,13
12-May-16,Chrome OS,2
13-May-16,Microsoft Windows,905
13-May-16,Apple Macintosh,136
13-May-16,GNU/Linux,123
13-May-16,Apple iOS,11
13-May-16,Google Android,9
13-May-16,UNIX,2
13-May-16,Chrome OS,1
14-May-16,Microsoft Windows,172
14-May-16,GNU/Linux,35
14-May-16,Apple Macintosh,14
14-May-16,Google Android,12
14-May-16,Apple iOS,8
14-May-16,Chrome OS,2
15-May-16,Microsoft Windows,266
15-May-16,Apple Macintosh,55
15-May-16,GNU/Linux,41
15-May-16,Apple iOS,7
15-May-16,Google Android,5
15-May-16,Chrome OS,2
16-May-16,Microsoft Windows,1009
16-May-16,Apple Macintosh,162
16-May-16,GNU/Linux,162
16-May-16,Google Android,14
16-May-16,Apple iOS,7
16-May-16,Microsoft Windows Phone/Mobile,4
16-May-16,Chrome OS,2
17-May-16,Microsoft Windows,1230
17-May-16,Apple Macintosh,179
17-May-16,GNU/Linux,174
17-May-16,Apple iOS,18
17-May-16,Google Android,14
17-May-16,Microsoft Windows Phone/Mobile,2
17-May-16,Chrome OS,1
18-May-16,Microsoft Windows,1139
18-May-16,Apple Macintosh,184
18-May-16,GNU/Linux,142
18-May-16,Apple iOS,17
18-May-16,Google Android,13
18-May-16,Chrome OS,1
18-May-16,Microsoft Windows Phone/Mobile,1
