Date,OS,Visits
5-Mar-16,Windows 8.1,935
5-Mar-16,Windows XP,173
5-Mar-16,Windows 8,133
5-Mar-16,Windows Vista,47
5-Mar-16,Windows Server 2003 and XP x64 Edition,6
5-Mar-16,Windows 2000/NT 5,1
5-Mar-16,Windows 3.x,1
6-Mar-16,Windows 7,4450
6-Mar-16,Windows 10,2085
6-Mar-16,Windows 8.1,1006
6-Mar-16,Windows XP,138
6-Mar-16,Windows 8,132
6-Mar-16,Windows Vista,66
6-Mar-16,Windows Server 2003 and XP x64 Edition,2
6-Mar-16,Windows NT,1
7-Mar-16,Windows 7,21721
7-Mar-16,Windows 10,3857
7-Mar-16,Windows 8.1,3150
7-Mar-16,Windows 8,392
7-Mar-16,Windows XP,340
7-Mar-16,Windows Vista,79
7-Mar-16,Windows Server 2003 and XP x64 Edition,18
7-Mar-16,Windows 3.x,1
8-Mar-16,Windows 7,22643
8-Mar-16,Windows 10,3889
8-Mar-16,Windows 8.1,3219
8-Mar-16,Windows 8,366
8-Mar-16,Windows XP,321
8-Mar-16,Windows Vista,69
8-Mar-16,Windows Server 2003 and XP x64 Edition,21
9-Mar-16,Windows 7,22856
9-Mar-16,Windows 10,4001
9-Mar-16,Windows 8.1,3235
9-Mar-16,Windows 8,395
9-Mar-16,Windows XP,385
9-Mar-16,Windows Vista,95
9-Mar-16,Windows Server 2003 and XP x64 Edition,21
9-Mar-16,Windows NT,3
10-Mar-16,Windows 7,22539
10-Mar-16,Windows 10,3993
10-Mar-16,Windows 8.1,3148
10-Mar-16,Windows 8,362
10-Mar-16,Windows XP,354
10-Mar-16,Windows Vista,84
10-Mar-16,Windows Server 2003 and XP x64 Edition,28
10-Mar-16,Windows 3.x,1
11-Mar-16,Windows 7,18584
11-Mar-16,Windows 10,3454
11-Mar-16,Windows 8.1,2669
11-Mar-16,Windows 8,339
11-Mar-16,Windows XP,296
11-Mar-16,Windows Vista,87
11-Mar-16,Windows Server 2003 and XP x64 Edition,23
11-Mar-16,Windows 3.x,2
12-Mar-16,Windows 7,3391
12-Mar-16,Windows 10,1975
12-Mar-16,Windows 8.1,883
12-Mar-16,Windows 8,156
12-Mar-16,Windows XP,117
12-Mar-16,Windows Vista,31
12-Mar-16,Windows Server 2003 and XP x64 Edition,2
12-Mar-16,Windows 2000/NT 5,1
12-Mar-16,Windows 3.x,1
13-Mar-16,Windows 7,4081
13-Mar-16,Windows 10,2063
13-Mar-16,Windows 8.1,1011
13-Mar-16,Windows XP,180
13-Mar-16,Windows 8,138
13-Mar-16,Windows Vista,40
13-Mar-16,Windows Server 2003 and XP x64 Edition,6
14-Mar-16,Windows 7,22087
14-Mar-16,Windows 10,3985
14-Mar-16,Windows 8.1,3184
14-Mar-16,Windows 8,442
14-Mar-16,Windows XP,374
14-Mar-16,Windows Vista,72
14-Mar-16,Windows Server 2003 and XP x64 Edition,36
14-Mar-16,Windows 2000/NT 5,3
14-Mar-16,Windows NT,2
15-Mar-16,Windows 7,22646
15-Mar-16,Windows 10,4145
15-Mar-16,Windows 8.1,3393
15-Mar-16,Windows 8,381
15-Mar-16,Windows XP,376
15-Mar-16,Windows Vista,55
15-Mar-16,Windows Server 2003 and XP x64 Edition,29
16-Mar-16,Windows 7,22560
16-Mar-16,Windows 10,4140
16-Mar-16,Windows 8.1,3289
16-Mar-16,Windows 8,371
16-Mar-16,Windows XP,338
16-Mar-16,Windows Vista,70
16-Mar-16,Windows Server 2003 and XP x64 Edition,31
16-Mar-16,Windows 2000/NT 5,1
17-Mar-16,Windows 7,22450
17-Mar-16,Windows 10,3859
17-Mar-16,Windows 8.1,3072
17-Mar-16,Windows 8,395
17-Mar-16,Windows XP,337
17-Mar-16,Windows Vista,86
17-Mar-16,Windows Server 2003 and XP x64 Edition,42
17-Mar-16,Windows 98,1
18-Mar-16,Windows 7,18261
18-Mar-16,Windows 10,3396
18-Mar-16,Windows 8.1,2599
18-Mar-16,Windows 8,393
18-Mar-16,Windows XP,298
18-Mar-16,Windows Vista,62
18-Mar-16,Windows Server 2003 and XP x64 Edition,11
18-Mar-16,Windows 3.x,2
19-Mar-16,Windows 7,3402
19-Mar-16,Windows 10,1804
19-Mar-16,Windows 8.1,802
19-Mar-16,Windows 8,168
19-Mar-16,Windows XP,113
19-Mar-16,Windows Vista,54
19-Mar-16,Windows Server 2003 and XP x64 Edition,6
19-Mar-16,Windows 2000/NT 5,1
19-Mar-16,Windows 3.x,1
19-Mar-16,Windows NT,1
20-Mar-16,Windows 7,4020
20-Mar-16,Windows 10,1971
20-Mar-16,Windows 8.1,931
20-Mar-16,Windows 8,138
20-Mar-16,Windows XP,110
20-Mar-16,Windows Vista,53
20-Mar-16,Windows Server 2003 and XP x64 Edition,11
21-Mar-16,Windows 7,20906
21-Mar-16,Windows 10,4008
21-Mar-16,Windows 8.1,3022
21-Mar-16,Windows 8,342
21-Mar-16,Windows XP,312
21-Mar-16,Windows Vista,69
21-Mar-16,Windows Server 2003 and XP x64 Edition,20
21-Mar-16,Windows NT,2
22-Mar-16,Windows 7,21491
22-Mar-16,Windows 10,4052
22-Mar-16,Windows 8.1,3001
22-Mar-16,Windows 8,386
22-Mar-16,Windows XP,365
22-Mar-16,Windows Vista,83
22-Mar-16,Windows Server 2003 and XP x64 Edition,30
22-Mar-16,Windows NT,2
23-Mar-16,Windows 7,20032
23-Mar-16,Windows 10,3800
23-Mar-16,Windows 8.1,2946
23-Mar-16,Windows 8,356
23-Mar-16,Windows XP,312
23-Mar-16,Windows Vista,81
23-Mar-16,Windows Server 2003 and XP x64 Edition,25
23-Mar-16,Windows NT,1
24-Mar-16,Windows 7,16950
24-Mar-16,Windows 10,3390
24-Mar-16,Windows 8.1,2367
24-Mar-16,Windows 8,286
24-Mar-16,Windows XP,258
24-Mar-16,Windows Vista,56
24-Mar-16,Windows Server 2003 and XP x64 Edition,26
25-Mar-16,Windows 7,9739
25-Mar-16,Windows 10,2615
25-Mar-16,Windows 8.1,1502
25-Mar-16,Windows XP,158
25-Mar-16,Windows 8,150
25-Mar-16,Windows Vista,79
25-Mar-16,Windows Server 2003 and XP x64 Edition,19
25-Mar-16,Windows 2000/NT 5,3
26-Mar-16,Windows 7,2749
26-Mar-16,Windows 10,1648
26-Mar-16,Windows 8.1,667
26-Mar-16,Windows 8,141
26-Mar-16,Windows XP,101
26-Mar-16,Windows Vista,47
26-Mar-16,Windows Server 2003 and XP x64 Edition,5
27-Mar-16,Windows 7,3254
27-Mar-16,Windows 10,1748
27-Mar-16,Windows 8.1,727
27-Mar-16,Windows 8,128
27-Mar-16,Windows XP,105
27-Mar-16,Windows Vista,47
27-Mar-16,Windows Server 2003 and XP x64 Edition,2
27-Mar-16,Windows 2000/NT 5,1
28-Mar-16,Windows 7,14837
28-Mar-16,Windows 10,3190
28-Mar-16,Windows 8.1,2281
28-Mar-16,Windows 8,299
28-Mar-16,Windows XP,248
28-Mar-16,Windows Vista,64
28-Mar-16,Windows Server 2003 and XP x64 Edition,20
28-Mar-16,Media Center 2005,1
29-Mar-16,Windows 7,20717
29-Mar-16,Windows 10,4066
29-Mar-16,Windows 8.1,3063
29-Mar-16,Windows 8,383
29-Mar-16,Windows XP,307
29-Mar-16,Windows Vista,75
29-Mar-16,Windows Server 2003 and XP x64 Edition,31
29-Mar-16,Windows 2000/NT 5,1
30-Mar-16,Windows 7,21411
30-Mar-16,Windows 10,4177
30-Mar-16,Windows 8.1,3086
30-Mar-16,Windows 8,387
30-Mar-16,Windows XP,383
30-Mar-16,Windows Vista,93
30-Mar-16,Windows Server 2003 and XP x64 Edition,21
30-Mar-16,Windows NT,3
31-Mar-16,Windows 7,20542
31-Mar-16,Windows 10,4057
31-Mar-16,Windows 8.1,2834
31-Mar-16,Windows 8,393
31-Mar-16,Windows XP,325
31-Mar-16,Windows Vista,79
31-Mar-16,Windows Server 2003 and XP x64 Edition,22
1-Apr-16,Windows 7,17241
1-Apr-16,Windows 10,3500
1-Apr-16,Windows 8.1,2425
1-Apr-16,Windows 8,310
1-Apr-16,Windows XP,306
1-Apr-16,Windows Vista,75
1-Apr-16,Windows Server 2003 and XP x64 Edition,17
2-Apr-16,Windows 7,2990
2-Apr-16,Windows 10,1757
2-Apr-16,Windows 8.1,784
2-Apr-16,Windows 8,122
2-Apr-16,Windows XP,94
2-Apr-16,Windows Vista,47
2-Apr-16,Windows Server 2003 and XP x64 Edition,1
3-Apr-16,Windows 7,3428
3-Apr-16,Windows 10,1993
3-Apr-16,Windows 8.1,832
3-Apr-16,Windows 8,118
3-Apr-16,Windows XP,109
3-Apr-16,Windows Vista,48
3-Apr-16,Windows Server 2003 and XP x64 Edition,6
4-Apr-16,Windows 7,20578
4-Apr-16,Windows 10,4097
4-Apr-16,Windows 8.1,3014
4-Apr-16,Windows 8,335
4-Apr-16,Windows XP,270
4-Apr-16,Windows Vista,74
4-Apr-16,Windows Server 2003 and XP x64 Edition,25
4-Apr-16,Windows 2000/NT 5,1
4-Apr-16,Windows NT,1
5-Apr-16,Windows 7,22272
5-Apr-16,Windows 10,4312
5-Apr-16,Windows 8.1,3085
5-Apr-16,Windows 8,401
5-Apr-16,Windows XP,299
5-Apr-16,Windows Vista,63
5-Apr-16,Windows Server 2003 and XP x64 Edition,15
6-Apr-16,Windows 7,21689
6-Apr-16,Windows 10,4161
6-Apr-16,Windows 8.1,2953
6-Apr-16,Windows 8,358
6-Apr-16,Windows XP,318
6-Apr-16,Windows Vista,89
6-Apr-16,Windows Server 2003 and XP x64 Edition,18
7-Apr-16,Windows 7,21025
7-Apr-16,Windows 10,4048
7-Apr-16,Windows 8.1,2883
7-Apr-16,Windows 8,383
7-Apr-16,Windows XP,325
7-Apr-16,Windows Vista,72
7-Apr-16,Windows Server 2003 and XP x64 Edition,26
7-Apr-16,Media Center 2005,1
7-Apr-16,Windows 2000/NT 5,1
7-Apr-16,Windows 98,1
8-Apr-16,Windows 7,16327
8-Apr-16,Windows 10,3522
8-Apr-16,Windows 8.1,2328
8-Apr-16,Windows 8,329
8-Apr-16,Windows XP,249
8-Apr-16,Windows Vista,96
8-Apr-16,Windows Server 2003 and XP x64 Edition,10
8-Apr-16,Media Center 2005,1
9-Apr-16,Windows 7,3042
9-Apr-16,Windows 10,1976
9-Apr-16,Windows 8.1,731
9-Apr-16,Windows 8,115
9-Apr-16,Windows XP,87
9-Apr-16,Windows Vista,51
9-Apr-16,Windows Server 2003 and XP x64 Edition,9
10-Apr-16,Windows 7,3958
10-Apr-16,Windows 10,2029
10-Apr-16,Windows 8.1,906
10-Apr-16,Windows 8,143
10-Apr-16,Windows XP,83
10-Apr-16,Windows Vista,45
10-Apr-16,Windows Server 2003 and XP x64 Edition,4
11-Apr-16,Windows 7,21733
11-Apr-16,Windows 10,4170
11-Apr-16,Windows 8.1,2973
11-Apr-16,Windows 8,374
11-Apr-16,Windows XP,352
11-Apr-16,Windows Vista,116
11-Apr-16,Windows Server 2003 and XP x64 Edition,19
11-Apr-16,Media Center 2005,1
12-Apr-16,Windows 7,22366
12-Apr-16,Windows 10,4261
12-Apr-16,Windows 8.1,2986
12-Apr-16,Windows 8,420
12-Apr-16,Windows XP,344
12-Apr-16,Windows Vista,227
12-Apr-16,Windows Server 2003 and XP x64 Edition,25
13-Apr-16,Windows 7,21567
13-Apr-16,Windows 10,4256
13-Apr-16,Windows 8.1,3004
13-Apr-16,Windows 8,355
13-Apr-16,Windows XP,326
13-Apr-16,Windows Vista,198
13-Apr-16,Windows Server 2003 and XP x64 Edition,15
13-Apr-16,Windows NT,1
14-Apr-16,Windows 7,21031
14-Apr-16,Windows 10,4285
14-Apr-16,Windows 8.1,2782
14-Apr-16,Windows 8,357
14-Apr-16,Windows XP,289
14-Apr-16,Windows Vista,83
14-Apr-16,Windows Server 2003 and XP x64 Edition,16
15-Apr-16,Windows 7,17415
15-Apr-16,Windows 10,3738
15-Apr-16,Windows 8.1,2399
15-Apr-16,Windows 8,325
15-Apr-16,Windows XP,289
15-Apr-16,Windows Vista,77
15-Apr-16,Windows Server 2003 and XP x64 Edition,14
15-Apr-16,Windows 2000/NT 5,1
16-Apr-16,Windows 7,3104
16-Apr-16,Windows 10,1975
16-Apr-16,Windows 8.1,834
16-Apr-16,Windows XP,121
16-Apr-16,Windows 8,113
16-Apr-16,Windows Vista,64
16-Apr-16,Windows Server 2003 and XP x64 Edition,5
17-Apr-16,Windows 7,3903
17-Apr-16,Windows 10,2101
17-Apr-16,Windows 8.1,887
17-Apr-16,Windows 8,156
17-Apr-16,Windows XP,132
17-Apr-16,Windows Vista,39
17-Apr-16,Windows Server 2003 and XP x64 Edition,5
18-Apr-16,Windows 7,23164
18-Apr-16,Windows 10,4581
18-Apr-16,Windows 8.1,3224
18-Apr-16,Windows XP,406
18-Apr-16,Windows 8,395
18-Apr-16,Windows Vista,68
18-Apr-16,Windows Server 2003 and XP x64 Edition,32
18-Apr-16,Windows 2000/NT 5,1
18-Apr-16,Windows 3.x,1
18-Apr-16,Windows 98,1
19-Apr-16,Windows 7,23496
19-Apr-16,Windows 10,4966
19-Apr-16,Windows 8.1,3413
19-Apr-16,Windows XP,500
19-Apr-16,Windows 8,418
19-Apr-16,Windows Vista,79
19-Apr-16,Windows Server 2003 and XP x64 Edition,44
19-Apr-16,Windows NT,6
19-Apr-16,Windows 3.x,3
19-Apr-16,Media Center 2005,1
20-Apr-16,Windows 7,22414
20-Apr-16,Windows 10,4521
20-Apr-16,Windows 8.1,3130
20-Apr-16,Windows 8,387
20-Apr-16,Windows XP,324
20-Apr-16,Windows Vista,94
20-Apr-16,Windows Server 2003 and XP x64 Edition,17
20-Apr-16,Windows 3.x,1
21-Apr-16,Windows 7,21020
21-Apr-16,Windows 10,4367
21-Apr-16,Windows 8.1,2946
21-Apr-16,Windows XP,351
21-Apr-16,Windows 8,326
21-Apr-16,Windows Vista,97
21-Apr-16,Windows Server 2003 and XP x64 Edition,12
22-Apr-16,Windows 7,17442
22-Apr-16,Windows 10,3824
22-Apr-16,Windows 8.1,2541
22-Apr-16,Windows 8,353
22-Apr-16,Windows XP,279
22-Apr-16,Windows Vista,91
22-Apr-16,Windows Server 2003 and XP x64 Edition,15
22-Apr-16,Windows 2000/NT 5,1
22-Apr-16,Windows NT,1
23-Apr-16,Windows 7,3119
23-Apr-16,Windows 10,1983
23-Apr-16,Windows 8.1,793
23-Apr-16,Windows 8,143
23-Apr-16,Windows XP,142
23-Apr-16,Windows Vista,65
23-Apr-16,Windows Server 2003 and XP x64 Edition,3
24-Apr-16,Windows 7,3691
24-Apr-16,Windows 10,2178
24-Apr-16,Windows 8.1,886
24-Apr-16,Windows XP,125
24-Apr-16,Windows 8,104
24-Apr-16,Windows Vista,38
25-Apr-16,Windows 7,21057
25-Apr-16,Windows 10,4694
25-Apr-16,Windows 8.1,3018
25-Apr-16,Windows 8,410
25-Apr-16,Windows XP,360
25-Apr-16,Windows Vista,61
25-Apr-16,Windows Server 2003 and XP x64 Edition,24
25-Apr-16,Windows 98,3
25-Apr-16,Windows NT,1
26-Apr-16,Windows 7,22277
26-Apr-16,Windows 10,4720
26-Apr-16,Windows 8.1,3172
26-Apr-16,Windows XP,344
26-Apr-16,Windows 8,341
26-Apr-16,Windows Vista,70
26-Apr-16,Windows Server 2003 and XP x64 Edition,21
26-Apr-16,Windows 98,1
27-Apr-16,Windows 7,21456
27-Apr-16,Windows 10,4573
27-Apr-16,Windows 8.1,2888
27-Apr-16,Windows 8,386
27-Apr-16,Windows XP,336
27-Apr-16,Windows Vista,88
27-Apr-16,Windows Server 2003 and XP x64 Edition,31
28-Apr-16,Windows 7,21036
28-Apr-16,Windows 10,4390
28-Apr-16,Windows 8.1,3000
28-Apr-16,Windows 8,345
28-Apr-16,Windows XP,309
28-Apr-16,Windows Vista,108
28-Apr-16,Windows Server 2003 and XP x64 Edition,23
28-Apr-16,Windows NT,3
29-Apr-16,Windows 7,16654
29-Apr-16,Windows 10,3749
29-Apr-16,Windows 8.1,2360
29-Apr-16,Windows 8,304
29-Apr-16,Windows XP,240
29-Apr-16,Windows Vista,64
29-Apr-16,Windows Server 2003 and XP x64 Edition,18
29-Apr-16,Windows NT,4
29-Apr-16,Windows 98,1
30-Apr-16,Windows 7,2792
30-Apr-16,Windows 10,1824
30-Apr-16,Windows 8.1,655
30-Apr-16,Windows XP,130
30-Apr-16,Windows 8,124
30-Apr-16,Windows Vista,48
30-Apr-16,Windows Server 2003 and XP x64 Edition,4
1-May-16,Windows 7,3090
1-May-16,Windows 10,1816
1-May-16,Windows 8.1,725
1-May-16,Windows 8,154
1-May-16,Windows XP,89
1-May-16,Windows Vista,52
1-May-16,Windows Server 2003 and XP x64 Edition,2
1-May-16,Windows NT,1
2-May-16,Windows 7,17367
2-May-16,Windows 10,3892
2-May-16,Windows 8.1,2492
2-May-16,Windows 8,301
2-May-16,Windows XP,256
2-May-16,Windows Vista,59
2-May-16,Windows Server 2003 and XP x64 Edition,5
2-May-16,Windows NT,1
3-May-16,Windows 7,20512
3-May-16,Windows 10,4259
3-May-16,Windows 8.1,2760
3-May-16,Windows 8,363
3-May-16,Windows XP,254
3-May-16,Windows Vista,61
3-May-16,Windows Server 2003 and XP x64 Edition,25
4-May-16,Windows 7,20613
4-May-16,Windows 10,4433
4-May-16,Windows 8.1,2865
4-May-16,Windows 8,328
4-May-16,Windows XP,292
4-May-16,Windows Vista,57
4-May-16,Windows Server 2003 and XP x64 Edition,14
4-May-16,Windows NT,7
4-May-16,Windows 2000/NT 5,1
4-May-16,Windows 3.x,1
5-May-16,Windows 7,17566
5-May-16,Windows 10,3935
5-May-16,Windows 8.1,2434
5-May-16,Windows 8,292
5-May-16,Windows XP,271
5-May-16,Windows Vista,58
5-May-16,Windows Server 2003 and XP x64 Edition,25
5-May-16,Windows NT,3
5-May-16,Media Center 2005,1
5-May-16,Windows 98,1
6-May-16,Windows 7,15806
6-May-16,Windows 10,3758
6-May-16,Windows 8.1,2263
6-May-16,Windows XP,271
6-May-16,Windows 8,243
6-May-16,Windows Vista,97
6-May-16,Windows Server 2003 and XP x64 Edition,23
6-May-16,Windows 2000/NT 5,1
6-May-16,Windows 98,1
7-May-16,Windows 7,2895
7-May-16,Windows 10,1857
7-May-16,Windows 8.1,732
7-May-16,Windows 8,138
7-May-16,Windows XP,136
7-May-16,Windows Vista,52
7-May-16,Windows Server 2003 and XP x64 Edition,5
8-May-16,Windows 7,3569
8-May-16,Windows 10,2065
8-May-16,Windows 8.1,723
8-May-16,Windows XP,124
8-May-16,Windows 8,122
8-May-16,Windows Vista,38
8-May-16,Windows Server 2003 and XP x64 Edition,5
9-May-16,Windows 7,20683
9-May-16,Windows 10,4462
9-May-16,Windows 8.1,2895
9-May-16,Windows 8,331
9-May-16,Windows XP,241
9-May-16,Windows Vista,66
9-May-16,Windows Server 2003 and XP x64 Edition,24
9-May-16,Windows 3.x,1
10-May-16,Windows 7,21915
10-May-16,Windows 10,4773
10-May-16,Windows 8.1,3033
10-May-16,Windows 8,370
10-May-16,Windows XP,303
10-May-16,Windows Vista,93
10-May-16,Windows Server 2003 and XP x64 Edition,29
11-May-16,Windows 7,22089
11-May-16,Windows 10,4803
11-May-16,Windows 8.1,2984
11-May-16,Windows 8,398
11-May-16,Windows XP,291
11-May-16,Windows Vista,113
11-May-16,Windows Server 2003 and XP x64 Edition,17
11-May-16,Windows 98,1
12-May-16,Windows 7,21608
12-May-16,Windows 10,4683
12-May-16,Windows 8.1,3093
12-May-16,Windows 8,392
12-May-16,Windows XP,279
12-May-16,Windows Vista,92
12-May-16,Windows Server 2003 and XP x64 Edition,27
12-May-16,Windows NT,1
13-May-16,Windows 7,17535
13-May-16,Windows 10,4122
13-May-16,Windows 8.1,2483
13-May-16,Windows 8,318
13-May-16,Windows XP,238
13-May-16,Windows Vista,90
13-May-16,Windows Server 2003 and XP x64 Edition,17
13-May-16,Windows 2000/NT 5,1
13-May-16,Windows 3.x,1
14-May-16,Windows 7,3128
14-May-16,Windows 10,1974
14-May-16,Windows 8.1,704
14-May-16,Windows 8,108
14-May-16,Windows XP,75
14-May-16,Windows Vista,53
14-May-16,Windows Server 2003 and XP x64 Edition,5
15-May-16,Windows 7,3946
15-May-16,Windows 10,2151
15-May-16,Windows 8.1,796
15-May-16,Windows 8,131
15-May-16,Windows XP,93
15-May-16,Windows Vista,38
15-May-16,Windows Server 2003 and XP x64 Edition,3
15-May-16,Windows 2000/NT 5,1
16-May-16,Windows 7,17659
16-May-16,Windows 10,4227
16-May-16,Windows 8.1,2439
16-May-16,Windows 8,339
16-May-16,Windows XP,278
16-May-16,Windows Vista,48
16-May-16,Windows Server 2003 and XP x64 Edition,23
16-May-16,Windows NT,1
17-May-16,Windows 7,21518
17-May-16,Windows 10,4876
17-May-16,Windows 8.1,2955
17-May-16,Windows 8,363
17-May-16,Windows XP,314
17-May-16,Windows Vista,71
17-May-16,Windows Server 2003 and XP x64 Edition,20
17-May-16,Media Center 2005,1
