Date,Browser,Visits
1-May-16,Microsoft Internet Explorer 11,314
1-May-16,Microsoft Internet Explorer 9,120
1-May-16,Microsoft Internet Explorer 8,25
1-May-16,Microsoft Internet Explorer 10,24
1-May-16,Internet Explorer Mobile 11.0,8
1-May-16,Microsoft Internet Explorer (unknown version),1
1-May-16,Microsoft Internet Explorer 7.0,1
2-May-16,Microsoft Internet Explorer 11,2109
2-May-16,Microsoft Internet Explorer 9,158
2-May-16,Microsoft Internet Explorer 10,100
2-May-16,Microsoft Internet Explorer 8,79
2-May-16,Internet Explorer Mobile 11.0,11
2-May-16,Microsoft Internet Explorer 6.0,3
2-May-16,Internet Explorer 11.0,1
2-May-16,Microsoft Internet Explorer (unknown version),1
3-May-16,Microsoft Internet Explorer 11,2363
3-May-16,Microsoft Internet Explorer 9,144
3-May-16,Microsoft Internet Explorer 8,126
3-May-16,Microsoft Internet Explorer 10,101
3-May-16,Internet Explorer Mobile 11.0,9
3-May-16,Microsoft Internet Explorer 6.0,4
3-May-16,Internet Explorer 10.0,1
3-May-16,Microsoft Internet Explorer (unknown version),1
4-May-16,Microsoft Internet Explorer 11,2184
4-May-16,Microsoft Internet Explorer 9,226
4-May-16,Microsoft Internet Explorer 8,125
4-May-16,Microsoft Internet Explorer 10,102
4-May-16,Internet Explorer Mobile 11.0,12
4-May-16,Microsoft Internet Explorer 6.0,4
4-May-16,Microsoft Internet Explorer (unknown version),3
4-May-16,Microsoft Internet Explorer 7.0,2
5-May-16,Microsoft Internet Explorer 11,1930
5-May-16,Microsoft Internet Explorer 9,212
5-May-16,Microsoft Internet Explorer 8,140
5-May-16,Microsoft Internet Explorer 10,86
5-May-16,Internet Explorer Mobile 11.0,18
5-May-16,Microsoft Internet Explorer 7.0,3
5-May-16,Microsoft Internet Explorer 6.0,3
5-May-16,Microsoft Internet Explorer (unknown version),2
6-May-16,Microsoft Internet Explorer 11,1704
6-May-16,Microsoft Internet Explorer 9,212
6-May-16,Microsoft Internet Explorer 8,86
6-May-16,Microsoft Internet Explorer 10,85
6-May-16,Internet Explorer Mobile 11.0,10
6-May-16,Microsoft Internet Explorer 7.0,2
6-May-16,Internet Explorer Mobile 10.0,1
6-May-16,Microsoft Internet Explorer 5.5,1
7-May-16,Microsoft Internet Explorer 11,296
7-May-16,Microsoft Internet Explorer 9,130
7-May-16,Microsoft Internet Explorer 8,38
7-May-16,Microsoft Internet Explorer 10,18
7-May-16,Internet Explorer Mobile 11.0,7
7-May-16,Microsoft Internet Explorer 6.0,1
8-May-16,Microsoft Internet Explorer 11,420
8-May-16,Microsoft Internet Explorer 9,85
8-May-16,Microsoft Internet Explorer 8,34
8-May-16,Microsoft Internet Explorer 10,33
8-May-16,Internet Explorer Mobile 11.0,5
8-May-16,Internet Explorer Mobile 10.0,1
9-May-16,Microsoft Internet Explorer 11,2376
9-May-16,Microsoft Internet Explorer 9,183
9-May-16,Microsoft Internet Explorer 8,114
9-May-16,Microsoft Internet Explorer 10,105
9-May-16,Internet Explorer Mobile 11.0,12
9-May-16,Microsoft Internet Explorer (unknown version),5
9-May-16,Microsoft Internet Explorer 6.0,4
9-May-16,Microsoft Internet Explorer 7.0,2
10-May-16,Microsoft Internet Explorer 11,2633
10-May-16,Microsoft Internet Explorer 9,204
10-May-16,Microsoft Internet Explorer 10,110
10-May-16,Microsoft Internet Explorer 8,96
10-May-16,Internet Explorer Mobile 11.0,8
10-May-16,Microsoft Internet Explorer (unknown version),2
10-May-16,Microsoft Internet Explorer 7.0,1
10-May-16,Microsoft Internet Explorer 6.0,1
11-May-16,Microsoft Internet Explorer 11,2532
11-May-16,Microsoft Internet Explorer 9,280
11-May-16,Microsoft Internet Explorer 8,106
11-May-16,Microsoft Internet Explorer 10,104
11-May-16,Internet Explorer Mobile 11.0,14
11-May-16,Microsoft Internet Explorer (unknown version),1
11-May-16,Microsoft MSN Explorer,1
11-May-16,Microsoft Internet Explorer 5.5,1
12-May-16,Microsoft Internet Explorer 11,2535
12-May-16,Microsoft Internet Explorer 9,253
12-May-16,Microsoft Internet Explorer 8,119
12-May-16,Microsoft Internet Explorer 10,98
12-May-16,Internet Explorer Mobile 11.0,16
12-May-16,Microsoft Internet Explorer (unknown version),3
12-May-16,Microsoft Internet Explorer 7.0,2
12-May-16,Internet Explorer 11.0,1
13-May-16,Microsoft Internet Explorer 11,2086
13-May-16,Microsoft Internet Explorer 9,278
13-May-16,Microsoft Internet Explorer 10,91
13-May-16,Microsoft Internet Explorer 8,78
13-May-16,Internet Explorer Mobile 11.0,12
13-May-16,Internet Explorer Mobile 10.0,1
13-May-16,Microsoft Internet Explorer (unknown version),1
14-May-16,Microsoft Internet Explorer 11,286
14-May-16,Microsoft Internet Explorer 9,215
14-May-16,Microsoft Internet Explorer 8,32
14-May-16,Microsoft Internet Explorer 10,20
14-May-16,Internet Explorer Mobile 11.0,7
14-May-16,Internet Explorer 11.0,1
14-May-16,Microsoft Internet Explorer 7.0,1
14-May-16,Microsoft MSN Explorer,1
15-May-16,Microsoft Internet Explorer 11,426
15-May-16,Microsoft Internet Explorer 9,197
15-May-16,Microsoft Internet Explorer 8,43
15-May-16,Microsoft Internet Explorer 10,23
15-May-16,Internet Explorer Mobile 11.0,10
15-May-16,Microsoft Internet Explorer 6.0,2
16-May-16,Microsoft Internet Explorer 11,2009
16-May-16,Microsoft Internet Explorer 9,200
16-May-16,Microsoft Internet Explorer 8,116
16-May-16,Microsoft Internet Explorer 10,83
16-May-16,Internet Explorer Mobile 11.0,13
16-May-16,Microsoft Internet Explorer 7.0,2
16-May-16,Microsoft Internet Explorer (unknown version),1
16-May-16,Microsoft Internet Explorer 6.0,1
17-May-16,Microsoft Internet Explorer 11,2525
17-May-16,Microsoft Internet Explorer 9,228
17-May-16,Microsoft Internet Explorer 8,127
17-May-16,Microsoft Internet Explorer 10,110
17-May-16,Internet Explorer Mobile 11.0,22
17-May-16,Internet Explorer 11.0,2
17-May-16,Microsoft Internet Explorer (unknown version),1
17-May-16,Microsoft Internet Explorer 7.0,1
18-May-16,Microsoft Internet Explorer 11,2455
18-May-16,Microsoft Internet Explorer 9,196
18-May-16,Microsoft Internet Explorer 8,144
18-May-16,Microsoft Internet Explorer 10,119
18-May-16,Internet Explorer Mobile 11.0,12
18-May-16,Microsoft Internet Explorer 7.0,3
18-May-16,Internet Explorer 11.0,1
18-May-16,Microsoft Internet Explorer 6.0,1
