Date,Operating Systems,Visits
27-Feb-16,Windows 10,2406
27-Feb-16,Windows 7,2383
27-Feb-16,Windows 8.1,836
27-Feb-16,Windows 8,179
27-Feb-16,Windows XP,159
27-Feb-16,Windows Vista,59
27-Feb-16,Windows 2000/NT 5,2
27-Feb-16,Windows 3.x,1
28-Feb-16,Windows 7,2570
28-Feb-16,Windows 10,2401
28-Feb-16,Windows 8.1,912
28-Feb-16,Windows 8,153
28-Feb-16,Windows XP,123
28-Feb-16,Windows Vista,59
28-Feb-16,Windows Server 2003 and XP x64 Edition,2
28-Feb-16,Media Center 2005,1
29-Feb-16,Windows 7,9435
29-Feb-16,Windows 10,4247
29-Feb-16,Windows 8.1,2102
29-Feb-16,Windows 8,282
29-Feb-16,Windows XP,275
29-Feb-16,Windows Vista,96
29-Feb-16,Windows Server 2003 and XP x64 Edition,9
29-Feb-16,Windows NT,2
29-Feb-16,Windows 3.x,1
29-Feb-16,Windows 98,1
1-Mar-16,Windows 7,8152
1-Mar-16,Windows 10,3820
1-Mar-16,Windows 8.1,1828
1-Mar-16,Windows XP,322
1-Mar-16,Windows 8,248
1-Mar-16,Windows Vista,107
1-Mar-16,Windows Server 2003 and XP x64 Edition,13
1-Mar-16,Windows 3.x,3
1-Mar-16,Windows NT,3
1-Mar-16,Windows 2000/NT 5,1
2-Mar-16,Windows 7,7434
2-Mar-16,Windows 10,3523
2-Mar-16,Windows 8.1,1958
2-Mar-16,Windows XP,283
2-Mar-16,Windows 8,262
2-Mar-16,Windows Vista,77
2-Mar-16,Windows 3.x,5
2-Mar-16,Windows Server 2003 and XP x64 Edition,4
2-Mar-16,Windows 2000/NT 5,2
3-Mar-16,Windows 7,7264
3-Mar-16,Windows 10,3385
3-Mar-16,Windows 8.1,1657
3-Mar-16,Windows 8,259
3-Mar-16,Windows XP,259
3-Mar-16,Windows Vista,74
3-Mar-16,Windows Server 2003 and XP x64 Edition,9
3-Mar-16,Windows 3.x,3
3-Mar-16,Windows 2000/NT 5,1
3-Mar-16,Windows 98,1
4-Mar-16,Windows 7,6936
4-Mar-16,Windows 10,3469
4-Mar-16,Windows 8.1,1538
4-Mar-16,Windows XP,275
4-Mar-16,Windows 8,252
4-Mar-16,Windows Vista,94
4-Mar-16,Windows Server 2003 and XP x64 Edition,8
4-Mar-16,Windows 98,2
4-Mar-16,Windows NT,2
4-Mar-16,Windows 3.x,1
5-Mar-16,Windows 7,2832
5-Mar-16,Windows 10,2636
5-Mar-16,Windows 8.1,937
5-Mar-16,Windows 8,171
5-Mar-16,Windows XP,158
5-Mar-16,Windows Vista,81
5-Mar-16,Windows NT,1
6-Mar-16,Windows 7,3000
6-Mar-16,Windows 10,2774
6-Mar-16,Windows 8.1,1208
6-Mar-16,Windows XP,160
6-Mar-16,Windows 8,157
6-Mar-16,Windows Vista,82
6-Mar-16,Windows Server 2003 and XP x64 Edition,3
7-Mar-16,Windows 7,7150
7-Mar-16,Windows 10,3433
7-Mar-16,Windows 8.1,1685
7-Mar-16,Windows 8,254
7-Mar-16,Windows XP,248
7-Mar-16,Windows Vista,73
7-Mar-16,Windows Server 2003 and XP x64 Edition,8
7-Mar-16,Windows 2000/NT 5,1
8-Mar-16,Windows 7,8118
8-Mar-16,Windows 10,3801
8-Mar-16,Windows 8.1,1809
8-Mar-16,Windows XP,322
8-Mar-16,Windows 8,286
8-Mar-16,Windows Vista,101
8-Mar-16,Windows Server 2003 and XP x64 Edition,11
8-Mar-16,Media Center 2005,1
8-Mar-16,Windows 2000/NT 5,1
8-Mar-16,Windows 3.x,1
9-Mar-16,Windows 7,6890
9-Mar-16,Windows 10,3263
9-Mar-16,Windows 8.1,1604
9-Mar-16,Windows 8,278
9-Mar-16,Windows XP,243
9-Mar-16,Windows Vista,61
9-Mar-16,Windows Server 2003 and XP x64 Edition,2
9-Mar-16,Windows 2000/NT 5,1
10-Mar-16,Windows 7,8771
10-Mar-16,Windows 10,4040
10-Mar-16,Windows 8.1,1766
10-Mar-16,Windows XP,307
10-Mar-16,Windows 8,246
10-Mar-16,Windows Vista,238
10-Mar-16,Windows Server 2003 and XP x64 Edition,13
10-Mar-16,Windows 3.x,1
10-Mar-16,Windows NT,1
11-Mar-16,Windows 7,6743
11-Mar-16,Windows 10,3316
11-Mar-16,Windows 8.1,1494
11-Mar-16,Windows Vista,329
11-Mar-16,Windows 8,239
11-Mar-16,Windows XP,239
11-Mar-16,Windows Server 2003 and XP x64 Edition,8
11-Mar-16,Windows 2000/NT 5,1
11-Mar-16,Windows NT,1
12-Mar-16,Windows 7,2475
12-Mar-16,Windows 10,2412
12-Mar-16,Windows 8.1,842
12-Mar-16,Windows 8,169
12-Mar-16,Windows XP,167
12-Mar-16,Windows Vista,57
12-Mar-16,Windows Server 2003 and XP x64 Edition,1
13-Mar-16,Windows 10,2734
13-Mar-16,Windows 7,2713
13-Mar-16,Windows 8.1,971
13-Mar-16,Windows 8,176
13-Mar-16,Windows XP,134
13-Mar-16,Windows Vista,56
13-Mar-16,Windows Server 2003 and XP x64 Edition,3
13-Mar-16,Windows 3.x,3
14-Mar-16,Windows 7,7386
14-Mar-16,Windows 10,3656
14-Mar-16,Windows 8.1,1767
14-Mar-16,Windows XP,275
14-Mar-16,Windows 8,266
14-Mar-16,Windows Vista,70
14-Mar-16,Windows Server 2003 and XP x64 Edition,15
14-Mar-16,Windows 2000/NT 5,2
15-Mar-16,Windows 7,7384
15-Mar-16,Windows 10,3573
15-Mar-16,Windows 8.1,1738
15-Mar-16,Windows XP,282
15-Mar-16,Windows 8,281
15-Mar-16,Windows Vista,79
15-Mar-16,Windows Server 2003 and XP x64 Edition,9
16-Mar-16,Windows 7,7959
16-Mar-16,Windows 10,3737
16-Mar-16,Windows 8.1,1689
16-Mar-16,Windows XP,306
16-Mar-16,Windows 8,261
16-Mar-16,Windows Vista,106
16-Mar-16,Windows Server 2003 and XP x64 Edition,15
16-Mar-16,Windows NT,1
17-Mar-16,Windows 7,6941
17-Mar-16,Windows 10,3548
17-Mar-16,Windows 8.1,1558
17-Mar-16,Windows XP,262
17-Mar-16,Windows 8,231
17-Mar-16,Windows Vista,78
17-Mar-16,Windows Server 2003 and XP x64 Edition,8
17-Mar-16,Windows 3.x,4
17-Mar-16,Windows 2000/NT 5,1
17-Mar-16,Windows NT,1
18-Mar-16,Windows 7,7706
18-Mar-16,Windows 10,4524
18-Mar-16,Windows 8.1,1952
18-Mar-16,Windows XP,283
18-Mar-16,Windows 8,238
18-Mar-16,Windows Vista,90
18-Mar-16,Windows Server 2003 and XP x64 Edition,8
18-Mar-16,Windows NT,3
18-Mar-16,Windows 2000/NT 5,1
18-Mar-16,Windows 3.x,1
19-Mar-16,Windows 10,2989
19-Mar-16,Windows 7,2776
19-Mar-16,Windows 8.1,1296
19-Mar-16,Windows XP,171
19-Mar-16,Windows 8,164
19-Mar-16,Windows Vista,84
19-Mar-16,Windows Server 2003 and XP x64 Edition,5
19-Mar-16,Windows 2000/NT 5,2
19-Mar-16,Windows NT,1
20-Mar-16,Windows 10,2833
20-Mar-16,Windows 7,2818
20-Mar-16,Windows 8.1,998
20-Mar-16,Windows 8,161
20-Mar-16,Windows XP,145
20-Mar-16,Windows Vista,64
20-Mar-16,Windows Server 2003 and XP x64 Edition,4
20-Mar-16,Windows 3.x,2
20-Mar-16,Windows NT,2
21-Mar-16,Windows 7,6664
21-Mar-16,Windows 10,3517
21-Mar-16,Windows 8.1,1454
21-Mar-16,Windows XP,264
21-Mar-16,Windows 8,223
21-Mar-16,Windows Vista,65
21-Mar-16,Windows Server 2003 and XP x64 Edition,6
21-Mar-16,Windows 2000/NT 5,1
21-Mar-16,Windows 3.x,1
22-Mar-16,Windows 7,7277
22-Mar-16,Windows 10,3762
22-Mar-16,Windows 8.1,1589
22-Mar-16,Windows XP,281
22-Mar-16,Windows 8,251
22-Mar-16,Windows Vista,80
22-Mar-16,Windows Server 2003 and XP x64 Edition,6
22-Mar-16,Windows NT,4
22-Mar-16,Windows 3.x,2
22-Mar-16,Windows 2000/NT 5,1
23-Mar-16,Windows 7,6261
23-Mar-16,Windows 10,3301
23-Mar-16,Windows 8.1,1362
23-Mar-16,Windows 8,235
23-Mar-16,Windows XP,219
23-Mar-16,Windows Vista,77
23-Mar-16,Windows Server 2003 and XP x64 Edition,5
23-Mar-16,Windows 3.x,3
23-Mar-16,Windows 2000/NT 5,2
23-Mar-16,Windows 98,1
24-Mar-16,Windows 7,6829
24-Mar-16,Windows 10,3969
24-Mar-16,Windows 8.1,1489
24-Mar-16,Windows XP,250
24-Mar-16,Windows 8,206
24-Mar-16,Windows Vista,91
24-Mar-16,Windows Server 2003 and XP x64 Edition,6
24-Mar-16,Windows 3.x,4
24-Mar-16,Windows 2000/NT 5,1
24-Mar-16,Windows NT,1
25-Mar-16,Windows 7,4409
25-Mar-16,Windows 10,3178
25-Mar-16,Windows 8.1,1153
25-Mar-16,Windows XP,192
25-Mar-16,Windows 8,177
25-Mar-16,Windows Vista,58
25-Mar-16,Windows 3.x,2
25-Mar-16,Windows Server 2003 and XP x64 Edition,1
25-Mar-16,Windows 2000/NT 5,1
25-Mar-16,Windows NT,1
26-Mar-16,Windows 10,2598
26-Mar-16,Windows 7,2312
26-Mar-16,Windows 8.1,825
26-Mar-16,Windows 8,172
26-Mar-16,Windows XP,134
26-Mar-16,Windows Vista,65
26-Mar-16,Windows Server 2003 and XP x64 Edition,2
26-Mar-16,Windows 3.x,2
26-Mar-16,Media Center 2005,1
26-Mar-16,Windows 2000/NT 5,1
27-Mar-16,Windows 10,2581
27-Mar-16,Windows 7,2305
27-Mar-16,Windows 8.1,851
27-Mar-16,Windows 8,143
27-Mar-16,Windows XP,140
27-Mar-16,Windows Vista,63
27-Mar-16,Windows Server 2003 and XP x64 Edition,2
28-Mar-16,Windows 7,5744
28-Mar-16,Windows 10,3661
28-Mar-16,Windows 8.1,1381
28-Mar-16,Windows XP,231
28-Mar-16,Windows 8,217
28-Mar-16,Windows Vista,77
28-Mar-16,Windows Server 2003 and XP x64 Edition,4
28-Mar-16,Windows 3.x,1
29-Mar-16,Windows 7,8520
29-Mar-16,Windows 10,4755
29-Mar-16,Windows 8.1,1984
29-Mar-16,Windows XP,381
29-Mar-16,Windows 8,298
29-Mar-16,Windows Vista,95
29-Mar-16,Windows Server 2003 and XP x64 Edition,8
29-Mar-16,Windows 2000/NT 5,2
29-Mar-16,Windows 3.x,1
30-Mar-16,Windows 7,7455
30-Mar-16,Windows 10,3921
30-Mar-16,Windows 8.1,2004
30-Mar-16,Windows XP,267
30-Mar-16,Windows 8,261
30-Mar-16,Windows Vista,100
30-Mar-16,Windows Server 2003 and XP x64 Edition,8
30-Mar-16,Windows NT,2
30-Mar-16,Windows 3.x,1
31-Mar-16,Windows 7,6545
31-Mar-16,Windows 10,3515
31-Mar-16,Windows 8.1,1494
31-Mar-16,Windows XP,246
31-Mar-16,Windows 8,244
31-Mar-16,Windows Vista,103
31-Mar-16,Windows Server 2003 and XP x64 Edition,6
31-Mar-16,Windows 3.x,2
31-Mar-16,Windows NT,1
1-Apr-16,Windows 7,5419
1-Apr-16,Windows 10,3138
1-Apr-16,Windows 8.1,1277
1-Apr-16,Windows 8,227
1-Apr-16,Windows XP,218
1-Apr-16,Windows Vista,81
1-Apr-16,Windows Server 2003 and XP x64 Edition,4
1-Apr-16,Windows 2000/NT 5,1
1-Apr-16,Windows 98,1
2-Apr-16,Windows 10,2614
2-Apr-16,Windows 7,2574
2-Apr-16,Windows 8.1,861
2-Apr-16,Windows XP,166
2-Apr-16,Windows 8,153
2-Apr-16,Windows Vista,76
2-Apr-16,Windows Server 2003 and XP x64 Edition,5
2-Apr-16,Windows 2000/NT 5,1
3-Apr-16,Windows 10,2712
3-Apr-16,Windows 7,2586
3-Apr-16,Windows 8.1,963
3-Apr-16,Windows 8,174
3-Apr-16,Windows XP,166
3-Apr-16,Windows Vista,63
3-Apr-16,Windows Server 2003 and XP x64 Edition,2
3-Apr-16,Windows 3.x,2
3-Apr-16,Windows NT,1
4-Apr-16,Windows 7,6749
4-Apr-16,Windows 10,3550
4-Apr-16,Windows 8.1,1509
4-Apr-16,Windows 8,250
4-Apr-16,Windows XP,224
4-Apr-16,Windows Vista,78
4-Apr-16,Windows Server 2003 and XP x64 Edition,2
5-Apr-16,Windows 7,6758
5-Apr-16,Windows 10,3599
5-Apr-16,Windows 8.1,1512
5-Apr-16,Windows XP,245
5-Apr-16,Windows 8,239
5-Apr-16,Windows Vista,67
5-Apr-16,Windows Server 2003 and XP x64 Edition,10
5-Apr-16,Windows 3.x,3
5-Apr-16,Windows 2000/NT 5,1
6-Apr-16,Windows 7,7429
6-Apr-16,Windows 10,3831
6-Apr-16,Windows 8.1,1798
6-Apr-16,Windows XP,298
6-Apr-16,Windows 8,239
6-Apr-16,Windows Vista,84
6-Apr-16,Windows Server 2003 and XP x64 Edition,4
6-Apr-16,Windows NT,2
7-Apr-16,Windows 7,6660
7-Apr-16,Windows 10,3627
7-Apr-16,Windows 8.1,1501
7-Apr-16,Windows 8,243
7-Apr-16,Windows XP,241
7-Apr-16,Windows Vista,77
7-Apr-16,Windows Server 2003 and XP x64 Edition,6
7-Apr-16,Windows 3.x,2
7-Apr-16,Windows 98,2
7-Apr-16,Windows NT,1
8-Apr-16,Windows 7,5438
8-Apr-16,Windows 10,3164
8-Apr-16,Windows 8.1,1272
8-Apr-16,Windows XP,268
8-Apr-16,Windows 8,201
8-Apr-16,Windows Vista,69
8-Apr-16,Windows Server 2003 and XP x64 Edition,6
8-Apr-16,Windows 2000/NT 5,1
8-Apr-16,Windows 3.x,1
9-Apr-16,Windows 10,2663
9-Apr-16,Windows 7,2394
9-Apr-16,Windows 8.1,806
9-Apr-16,Windows XP,212
9-Apr-16,Windows 8,160
9-Apr-16,Windows Vista,64
9-Apr-16,Windows Server 2003 and XP x64 Edition,5
9-Apr-16,Windows NT,1
10-Apr-16,Windows 7,2740
10-Apr-16,Windows 10,2738
10-Apr-16,Windows 8.1,903
10-Apr-16,Windows XP,152
10-Apr-16,Windows 8,126
10-Apr-16,Windows Vista,52
10-Apr-16,Windows Server 2003 and XP x64 Edition,4
10-Apr-16,Windows 2000/NT 5,1
11-Apr-16,Windows 7,6730
11-Apr-16,Windows 10,3710
11-Apr-16,Windows 8.1,1522
11-Apr-16,Windows XP,247
11-Apr-16,Windows 8,211
11-Apr-16,Windows Vista,73
11-Apr-16,Windows Server 2003 and XP x64 Edition,6
11-Apr-16,Windows 2000/NT 5,2
12-Apr-16,Windows 7,7508
12-Apr-16,Windows 10,3867
12-Apr-16,Windows 8.1,1665
12-Apr-16,Windows XP,303
12-Apr-16,Windows 8,216
12-Apr-16,Windows Vista,65
12-Apr-16,Windows Server 2003 and XP x64 Edition,7
12-Apr-16,Windows 2000/NT 5,1
12-Apr-16,Windows 3.x,1
12-Apr-16,Windows NT,1
13-Apr-16,Windows 7,6709
13-Apr-16,Windows 10,3546
13-Apr-16,Windows 8.1,1450
13-Apr-16,Windows XP,253
13-Apr-16,Windows 8,193
13-Apr-16,Windows Vista,77
13-Apr-16,Windows Server 2003 and XP x64 Edition,7
13-Apr-16,Windows NT,2
13-Apr-16,Windows 3.x,1
13-Apr-16,Windows 98,1
14-Apr-16,Windows 7,6751
14-Apr-16,Windows 10,3518
14-Apr-16,Windows 8.1,1506
14-Apr-16,Windows 8,242
14-Apr-16,Windows XP,225
14-Apr-16,Windows Vista,62
14-Apr-16,Windows Server 2003 and XP x64 Edition,6
14-Apr-16,Windows 3.x,2
15-Apr-16,Windows 7,5597
15-Apr-16,Windows 10,3331
15-Apr-16,Windows 8.1,1290
15-Apr-16,Windows 8,191
15-Apr-16,Windows XP,166
15-Apr-16,Windows Vista,67
15-Apr-16,Windows NT,4
15-Apr-16,Windows Server 2003 and XP x64 Edition,3
15-Apr-16,Windows 3.x,1
16-Apr-16,Windows 10,2711
16-Apr-16,Windows 7,2392
16-Apr-16,Windows 8.1,763
16-Apr-16,Windows XP,142
16-Apr-16,Windows 8,141
16-Apr-16,Windows Vista,140
17-Apr-16,Windows 10,2984
17-Apr-16,Windows 7,2677
17-Apr-16,Windows 8.1,834
17-Apr-16,Windows XP,147
17-Apr-16,Windows 8,139
17-Apr-16,Windows Vista,49
17-Apr-16,Windows Server 2003 and XP x64 Edition,2
17-Apr-16,Windows 2000/NT 5,1
17-Apr-16,Windows NT,1
18-Apr-16,Windows 7,7082
18-Apr-16,Windows 10,3804
18-Apr-16,Windows 8.1,1585
18-Apr-16,Windows XP,218
18-Apr-16,Windows 8,206
18-Apr-16,Windows Vista,81
18-Apr-16,Windows Server 2003 and XP x64 Edition,14
18-Apr-16,Windows NT,3
18-Apr-16,Windows 3.x,2
18-Apr-16,Windows 98,1
19-Apr-16,Windows 7,7872
19-Apr-16,Windows 10,4308
19-Apr-16,Windows 8.1,1759
19-Apr-16,Windows XP,279
19-Apr-16,Windows 8,257
19-Apr-16,Windows Vista,85
19-Apr-16,Windows Server 2003 and XP x64 Edition,8
19-Apr-16,Windows 3.x,3
19-Apr-16,Windows NT,1
20-Apr-16,Windows 7,6875
20-Apr-16,Windows 10,3843
20-Apr-16,Windows 8.1,1573
20-Apr-16,Windows 8,249
20-Apr-16,Windows XP,248
20-Apr-16,Windows Vista,64
20-Apr-16,Windows Server 2003 and XP x64 Edition,7
20-Apr-16,Windows 3.x,2
20-Apr-16,Windows 98,1
20-Apr-16,Windows NT,1
21-Apr-16,Windows 7,6704
21-Apr-16,Windows 10,3558
21-Apr-16,Windows 8.1,1409
21-Apr-16,Windows XP,249
21-Apr-16,Windows 8,229
21-Apr-16,Windows Vista,99
21-Apr-16,Windows Server 2003 and XP x64 Edition,3
21-Apr-16,Windows NT,2
21-Apr-16,Windows 2000/NT 5,1
21-Apr-16,Windows 3.x,1
22-Apr-16,Windows 7,5518
22-Apr-16,Windows 10,3258
22-Apr-16,Windows 8.1,1241
22-Apr-16,Windows 8,205
22-Apr-16,Windows XP,192
22-Apr-16,Windows Vista,97
22-Apr-16,Windows Server 2003 and XP x64 Edition,7
22-Apr-16,Windows 3.x,3
22-Apr-16,Windows 2000/NT 5,1
23-Apr-16,Windows 10,2807
23-Apr-16,Windows 7,2470
23-Apr-16,Windows 8.1,778
23-Apr-16,Windows 8,142
23-Apr-16,Windows XP,125
23-Apr-16,Windows Vista,58
23-Apr-16,Windows Server 2003 and XP x64 Edition,2
24-Apr-16,Windows 10,3045
24-Apr-16,Windows 7,2627
24-Apr-16,Windows 8.1,854
24-Apr-16,Windows 8,152
24-Apr-16,Windows XP,141
24-Apr-16,Windows Vista,65
24-Apr-16,Windows Server 2003 and XP x64 Edition,1
24-Apr-16,Windows 2000/NT 5,1
24-Apr-16,Windows 3.x,1
25-Apr-16,Windows 7,6973
25-Apr-16,Windows 10,3852
25-Apr-16,Windows 8.1,1510
25-Apr-16,Windows XP,260
25-Apr-16,Windows 8,235
25-Apr-16,Windows Vista,78
25-Apr-16,Windows Server 2003 and XP x64 Edition,8
26-Apr-16,Windows 7,7935
26-Apr-16,Windows 10,4328
26-Apr-16,Windows 8.1,1734
26-Apr-16,Windows XP,294
26-Apr-16,Windows 8,244
26-Apr-16,Windows Vista,88
26-Apr-16,Windows Server 2003 and XP x64 Edition,9
26-Apr-16,Windows 3.x,2
26-Apr-16,Windows 2000/NT 5,1
26-Apr-16,Windows NT,1
27-Apr-16,Windows 7,6468
27-Apr-16,Windows 10,3711
27-Apr-16,Windows 8.1,1541
27-Apr-16,Windows XP,233
27-Apr-16,Windows 8,229
27-Apr-16,Windows Vista,68
27-Apr-16,Windows Server 2003 and XP x64 Edition,7
27-Apr-16,Windows 3.x,3
27-Apr-16,Windows ME,1
27-Apr-16,Windows 2000/NT 5,1
28-Apr-16,Windows 7,6739
28-Apr-16,Windows 10,3622
28-Apr-16,Windows 8.1,1375
28-Apr-16,Windows XP,233
28-Apr-16,Windows 8,196
28-Apr-16,Windows Vista,65
28-Apr-16,Windows Server 2003 and XP x64 Edition,8
28-Apr-16,Windows 3.x,4
29-Apr-16,Windows 7,5511
29-Apr-16,Windows 10,3197
29-Apr-16,Windows 8.1,1200
29-Apr-16,Windows XP,212
29-Apr-16,Windows 8,203
29-Apr-16,Windows Vista,62
29-Apr-16,Windows Server 2003 and XP x64 Edition,5
29-Apr-16,Windows 3.x,2
30-Apr-16,Windows 10,2588
30-Apr-16,Windows 7,2294
30-Apr-16,Windows 8.1,693
30-Apr-16,Windows 8,178
30-Apr-16,Windows XP,160
30-Apr-16,Windows Vista,102
30-Apr-16,Windows Server 2003 and XP x64 Edition,3
1-May-16,Windows 10,2809
1-May-16,Windows 7,2428
1-May-16,Windows 8.1,733
1-May-16,Windows Vista,179
1-May-16,Windows 8,175
1-May-16,Windows XP,107
1-May-16,Windows Server 2003 and XP x64 Edition,3
1-May-16,Windows 3.x,1
2-May-16,Windows 7,5979
2-May-16,Windows 10,3541
2-May-16,Windows 8.1,1401
2-May-16,Windows 8,231
2-May-16,Windows XP,214
2-May-16,Windows Vista,174
2-May-16,Windows Server 2003 and XP x64 Edition,3
3-May-16,Windows 7,7298
3-May-16,Windows 10,4214
3-May-16,Windows 8.1,1626
3-May-16,Windows 8,255
3-May-16,Windows XP,248
3-May-16,Windows Vista,83
3-May-16,Windows Server 2003 and XP x64 Edition,7
3-May-16,Windows 3.x,1
3-May-16,Windows NT,1
4-May-16,Windows 7,6458
4-May-16,Windows 10,3723
4-May-16,Windows 8.1,1386
4-May-16,Windows XP,260
4-May-16,Windows 8,220
4-May-16,Windows Vista,83
4-May-16,Windows Server 2003 and XP x64 Edition,14
4-May-16,Windows 3.x,1
5-May-16,Windows 7,6234
5-May-16,Windows 10,3528
5-May-16,Windows 8.1,1250
5-May-16,Windows 8,214
5-May-16,Windows XP,212
5-May-16,Windows Vista,126
5-May-16,Windows Server 2003 and XP x64 Edition,7
5-May-16,Windows 3.x,1
6-May-16,Windows 7,5537
6-May-16,Windows 10,3268
6-May-16,Windows 8.1,1199
6-May-16,Windows 8,216
6-May-16,Windows XP,205
6-May-16,Windows Vista,117
6-May-16,Windows Server 2003 and XP x64 Edition,6
6-May-16,Windows 3.x,2
7-May-16,Windows 7,2675
7-May-16,Windows 10,2547
7-May-16,Windows 8.1,750
7-May-16,Windows XP,149
7-May-16,Windows 8,138
7-May-16,Windows Vista,53
7-May-16,Windows Server 2003 and XP x64 Edition,1
7-May-16,Windows 3.x,1
8-May-16,Windows 10,2740
8-May-16,Windows 7,2302
8-May-16,Windows 8.1,771
8-May-16,Windows 8,147
8-May-16,Windows XP,119
8-May-16,Windows Vista,50
8-May-16,Windows Server 2003 and XP x64 Edition,1
8-May-16,Windows 3.x,1
8-May-16,Windows NT,1
9-May-16,Windows 7,6511
9-May-16,Windows 10,3819
9-May-16,Windows 8.1,1481
9-May-16,Windows 8,248
9-May-16,Windows XP,158
9-May-16,Windows Vista,59
9-May-16,Windows Server 2003 and XP x64 Edition,9
9-May-16,Windows 3.x,3
9-May-16,Windows 98,1
10-May-16,Windows 7,7036
10-May-16,Windows 10,4078
10-May-16,Windows 8.1,1553
10-May-16,Windows XP,240
10-May-16,Windows 8,229
10-May-16,Windows Vista,72
10-May-16,Windows Server 2003 and XP x64 Edition,8
10-May-16,Windows 3.x,4
10-May-16,Windows NT,1
11-May-16,Windows 7,6761
11-May-16,Windows 10,3839
11-May-16,Windows 8.1,1344
11-May-16,Windows XP,227
11-May-16,Windows 8,211
11-May-16,Windows Vista,56
11-May-16,Windows Server 2003 and XP x64 Edition,6
12-May-16,Windows 7,6338
12-May-16,Windows 10,3666
12-May-16,Windows 8.1,1296
12-May-16,Windows 8,219
12-May-16,Windows XP,202
12-May-16,Windows Vista,54
12-May-16,Windows Server 2003 and XP x64 Edition,10
12-May-16,Windows 3.x,3
13-May-16,Windows 7,5195
13-May-16,Windows 10,3399
13-May-16,Windows 8.1,1162
13-May-16,Windows 8,174
13-May-16,Windows XP,163
13-May-16,Windows Vista,56
13-May-16,Windows Server 2003 and XP x64 Edition,6
13-May-16,Windows 3.x,1
14-May-16,Windows 10,2589
14-May-16,Windows 7,2191
14-May-16,Windows 8.1,704
14-May-16,Windows 8,143
14-May-16,Windows XP,126
14-May-16,Windows Vista,68
14-May-16,Windows Server 2003 and XP x64 Edition,6
14-May-16,Windows 3.x,2
14-May-16,Windows 2000/NT 5,1
15-May-16,Windows 10,2904
15-May-16,Windows 7,2606
15-May-16,Windows 8.1,803
15-May-16,Windows 8,136
15-May-16,Windows XP,135
15-May-16,Windows Vista,129
15-May-16,Windows Server 2003 and XP x64 Edition,2
16-May-16,Windows 7,5695
16-May-16,Windows 10,3829
16-May-16,Windows 8.1,1252
16-May-16,Windows XP,220
16-May-16,Windows 8,218
16-May-16,Windows Vista,75
16-May-16,Windows Server 2003 and XP x64 Edition,11
16-May-16,Windows 2000/NT 5,1
16-May-16,Windows 98,1
17-May-16,Windows 7,6807
17-May-16,Windows 10,4019
17-May-16,Windows 8.1,1888
17-May-16,Windows XP,198
17-May-16,Windows 8,180
17-May-16,Windows Vista,149
17-May-16,Windows Server 2003 and XP x64 Edition,5
18-May-16,Windows 7,6581
18-May-16,Windows 10,3834
18-May-16,Windows 8.1,1435
18-May-16,Windows XP,217
